"","Long","Lat","Timestamp","v","u"
"254","-156.98","58.95","2022-06-01 14:00:00","-1.26501423267025","-3.61653839745995"
"255","-156.73","58.95","2022-06-01 14:00:00","-1.09610001903669","-3.9438316925921"
"256","-156.48","58.95","2022-06-01 14:00:00","-0.973831571511136","-3.92127170936454"
"257","-156.23","58.95","2022-06-01 14:00:00","-0.866404958656317","-3.55198213776262"
"258","-155.98","58.95","2022-06-01 14:00:00","-0.542358235012011","-2.74225227822571"
"259","-157.23","58.70","2022-06-01 14:00:00","-0.344820483084894","-0.00624692772013713"
"260","-156.98","58.70","2022-06-01 14:00:00","-0.250468819820957","-0.454669978951039"
"261","-156.73","58.70","2022-06-01 14:00:00","-0.146222600109867","-1.09155565929833"
"262","-156.48","58.70","2022-06-01 14:00:00","-0.152583386397323","-1.6850567565157"
"263","-156.23","58.70","2022-06-01 14:00:00","-0.265310654491689","-1.82978772583713"
"264","-155.98","58.70","2022-06-01 14:00:00","-0.33386579558983","-1.7326062596261"
"265","-157.23","58.45","2022-06-01 14:00:00","0.94959952641248","1.23038722981524"
"266","-156.98","58.45","2022-06-01 14:00:00","0.723438236191809","0.948560977803246"
"267","-156.73","58.45","2022-06-01 14:00:00","0.690927550722587","0.472371793369192"
"268","-156.48","58.45","2022-06-01 14:00:00","0.795880524465617","-0.271413499810237"
"269","-156.23","58.45","2022-06-01 14:00:00","0.72167135111196","-1.02804062959612"
"270","-155.98","58.45","2022-06-01 14:00:00","0.604703558825956","-1.53373133055853"
"271","-157.23","58.95","2022-06-01 15:00:00","-1.88519089569725","-3.80500102657635"
"272","-156.98","58.95","2022-06-01 15:00:00","-1.43145480719203","-3.70400171704988"
"273","-156.73","58.95","2022-06-01 15:00:00","-1.0784311682382","-3.6116793241494"
"274","-156.48","58.95","2022-06-01 15:00:00","-0.8607509264008","-3.34061244875363"
"275","-156.23","58.95","2022-06-01 15:00:00","-0.713039333725424","-2.94910997058919"
"276","-155.98","58.95","2022-06-01 15:00:00","-0.437405261268981","-2.30493568027607"
"277","-157.23","58.70","2022-06-01 15:00:00","-1.19045168230062","-0.586906188331049"
"278","-156.98","58.70","2022-06-01 15:00:00","-0.830360503027397","-0.586906188331049"
"279","-156.73","58.70","2022-06-01 15:00:00","-0.485464535440874","-0.693111647833105"
"280","-156.48","58.70","2022-06-01 15:00:00","-0.258243114172293","-0.922876400089187"
"281","-156.23","58.70","2022-06-01 15:00:00","-0.203116299681004","-1.00791018302384"
"282","-155.98","58.70","2022-06-01 15:00:00","-0.155763779541051","-1.12591624913723"
"283","-157.23","58.45","2022-06-01 15:00:00","-0.364962972995172","0.971815114360886"
"284","-156.98","58.45","2022-06-01 15:00:00","-0.479810503185357","1.01762923414609"
"285","-156.73","58.45","2022-06-01 15:00:00","-0.334572549621769","0.875674878144973"
"286","-156.48","58.45","2022-06-01 15:00:00","0.0827657062385632","0.407815533671865"
"287","-156.23","58.45","2022-06-01 15:00:00","0.419887379473751","-0.273843036465513"
"288","-155.98","58.45","2022-06-01 15:00:00","0.602936673746107","-0.931206240050132"
"289","-157.23","58.95","2022-06-01 16:00:00","-1.76822310341124","-3.5103329379579"
"290","-156.98","58.95","2022-06-01 16:00:00","-1.39329008946729","-3.379137958573"
"291","-156.73","58.95","2022-06-01 16:00:00","-1.05864205534389","-3.26842050242544"
"292","-156.48","58.95","2022-06-01 16:00:00","-0.788662015142961","-2.95674565722006"
"293","-156.23","58.95","2022-06-01 16:00:00","-0.567801380161837","-2.51283460263467"
"294","-155.98","58.95","2022-06-01 16:00:00","-0.286513275449877","-1.86449539234107"
"295","-157.23","58.70","2022-06-01 16:00:00","-1.11836277104278","-0.637579381426802"
"296","-156.98","58.70","2022-06-01 16:00:00","-0.781241097807595","-0.398790635879696"
"297","-156.73","58.70","2022-06-01 16:00:00","-0.459314636259108","-0.370330349346465"
"298","-156.48","58.70","2022-06-01 16:00:00","-0.172019122275662","-0.524085311958919"
"299","-156.23","58.70","2022-06-01 16:00:00","-0.0016914005782187","-0.587947418326168"
"300","-155.98","58.70","2022-06-01 16:00:00","0.118810161867483","-0.731290080987439"
"301","-157.23","58.45","2022-06-01 16:00:00","-0.874532630023622","0.836455214995521"
"302","-156.98","58.45","2022-06-01 16:00:00","-0.887607579614505","1.13112330361397"
"303","-156.73","58.45","2022-06-01 16:00:00","-0.661092912377863","1.1366765302546"
"304","-156.48","58.45","2022-06-01 16:00:00","-0.166011713004175","0.784046638574572"
"305","-156.23","58.45","2022-06-01 16:00:00","0.313874274682812","0.224211977866023"
"306","-155.98","58.45","2022-06-01 16:00:00","0.569719234244946","-0.392196179243947"
"307","-157.23","58.95","2022-06-01 17:00:00","-1.87423620820218","-2.62945236208791"
"308","-156.98","58.95","2022-06-01 17:00:00","-1.48198772047571","-2.7394756649054"
"309","-156.73","58.95","2022-06-01 17:00:00","-1.07171700493477","-2.67734894186334"
"310","-156.48","58.95","2022-06-01 17:00:00","-0.741662872018978","-2.33721381012473"
"311","-156.23","58.95","2022-06-01 17:00:00","-0.515854958814276","-2.00054944503652"
"312","-155.98","58.95","2022-06-01 17:00:00","-0.274498456906904","-1.69234536648153"
"313","-157.23","58.70","2022-06-01 17:00:00","-1.05899543235986","-0.366512506031032"
"314","-156.98","58.70","2022-06-01 17:00:00","-0.730708184523914","-0.36755373602615"
"315","-156.73","58.70","2022-06-01 17:00:00","-0.355775170579957","-0.43662199236899"
"316","-156.48","58.70","2022-06-01 17:00:00","-0.0409162493508664","-0.562263745113252"
"317","-156.23","58.70","2022-06-01 17:00:00","0.14142629088955","-0.630984924791053"
"318","-155.98","58.70","2022-06-01 17:00:00","0.214575333195298","-0.800358337330279"
"319","-157.23","58.45","2022-06-01 17:00:00","-0.819052438516364","0.81979553507363"
