"","id","date","u","v","u.se","v.se","x.se","y.se","s","s.se","geometry","dist_to_next_m","dis_to_next_km","timetilnext","lon","lat"
"14","181624",2022-07-16,58.950016752607,-52.4688359196826,6.43652165612407,6.43651590800957,154.474731826988,154.474593873837,78.9174528966307,NA,c(-138.743430846899, 55.0291690539119),998500.525287578,998.500525287578,24,-138.743430846899,55.0291690539119
"15","181624",2022-07-17,68.0091639359796,-59.901276853132,6.43637266498678,6.43636691700534,0.00371310669938445,0.00371310602793616,90.627861878531,NA,c(-124.080949704478, 46.9018739486261),1362980.57017045,1362.98057017045,24,-124.080949704478,46.9018739486261
"16","181624",2022-07-18,36.8040027153304,-32.3271009050308,11.4302446229206,11.4302176372754,274.322695897664,274.322048249676,48.9859499039083,NA,c(-116.146088280512, 41.9102760308805),839104.378261134,839.104378261134,24,-116.146088280512,41.9102760308805
"17","181624",2022-07-19,12.6615623795658,-11.0111304893887,11.009543893803,11.0095265775118,443.881556403395,443.880268836995,16.7797543641391,NA,c(-113.416310279097, 40.1122501795686),303999.021395369,303.999021395369,24,-113.416310279097,40.1122501795686
"18","181624",2022-07-20,-4.41807532051946,4.04656195533208,9.78824181452258,9.78824096272909,504.3533071541,504.352193774208,5.99116459505973,NA,c(-114.368828180053, 40.7787652622277),109496.491736834,109.496491736834,24,-114.368828180053,40.7787652622277
"19","181624",2022-07-21,-14.4349103849255,12.8459764291315,9.78806743317132,9.7880601279906,443.90028424584,443.899146288556,19.3231919792662,NA,c(-117.480932329856, 42.8503518819495),345758.467851924,345.758467851924,24,-117.480932329856,42.8503518819495
"20","181624",2022-07-22,-17.3889428136523,15.3871129320095,11.0093934023965,11.0093805084126,274.348419376628,274.347746630895,23.2193577989071,NA,c(-121.229913074981, 45.2426166282399),400594.886427408,400.594886427408,24,-121.229913074981,45.2426166282399
"21","181624",2022-07-23,-13.2801726066999,11.6699714639662,11.4310518368874,11.4310238061396,0.00454676474240987,0.00454675938453388,17.6791181471252,NA,c(-124.093060761904, 46.9920950748907),294151.125784579,294.151125784579,24,-124.093060761904,46.9920950748907
"22","181624",2022-07-24,-2.10851801961341,1.69447959206704,6.44224138677312,6.44223516736907,154.612003768836,154.611854504867,2.70518869860172,NA,c(-124.547675989771, 47.2414914747719),44186.0925522636,44.1860925522636,24,-124.547675989771,47.2414914747719
"23","181624",2022-07-25,2.41481551198479,-2.25260899606069,6.44209226294979,6.44208604368972,0.00371387078709366,0.00371387005236819,3.30235995172546,NA,c(-124.027052225799, 46.9097137520858),53994.1831542304,53.9941831542304,24,-124.027052225799,46.9097137520858
"24","181624",2022-07-26,0.289674089937272,-0.171154752398749,6.52883597146183,6.52883032657305,156.690249753177,156.690114277414,0.336492979773892,NA,c(-123.964594443885, 46.8844165140789),5516.63346247337,5.51663346247337,24,-123.964594443885,46.8844165140789
"25","181624",2022-07-27,-0.397244367445219,0.069439339353102,6.52868484344207,6.52867919868396,0.00372552222054232,0.00372552155465121,0.403267788730631,NA,c(-124.050238608744, 46.8946798812311),6607.53059609275,6.60753059609275,24,-124.050238608744,46.8946798812311
"26","181624",2022-07-28,0.354093433118881,-1.53086933436284,13.0379425639813,13.0379445359284,312.906999900777,312.90704722696,1.57126707173258,NA,c(-123.973899473258, 46.6679564451866),25871.9885446822,25.8719885446822,24,-123.973899473258,46.6679564451866
"27","181624",2022-07-29,0.985827469832786,-2.96979709940866,14.3700997634039,14.3701193884749,579.225904094302,579.226339317771,3.12914534849817,NA,c(-123.761359341179, 46.2253797964866),51836.5000971839,51.8365000971839,24,-123.761359341179,46.2253797964866
"28","181624",2022-07-30,1.49795635818498,-4.24734208768155,13.9900286099682,13.9900946680049,792.770274480868,792.772398253359,4.50375266427402,NA,c(-123.438406439217, 45.5861236506938),75346.2245628342,75.3462245628342,24,-123.438406439217,45.5861236506938
"29","181624",2022-07-31,1.89048009817548,-5.36350429918149,13.0512358676182,13.0513078250695,929.652683319797,929.657626750429,5.68692301417116,NA,c(-123.030827119251, 44.768286015957),96387.5695075496,96.3875695075496,24,-123.030827119251,44.768286015957
"30","181624",2022-08-01,2.16339868980426,-6.3182837339085,12.334750032048,12.334780672185,976.834181626423,976.841815321537,6.67839825358017,NA,c(-122.564407733162, 43.7896899945855),114975.427101359,114.975427101359,24,-122.564407733162,43.7896899945855
"31","181624",2022-08-02,2.31671213307135,-7.11168039186257,12.3321228653459,12.3321252503397,930.133681681838,930.143398700524,7.47951556611451,NA,c(-122.06493463283, 42.6685872530676),131063.976604141,131.063976604141,24,-122.06493463283,42.6685872530676
"32","181624",2022-08-03,2.35042042797672,-7.74369427304371,13.0456624417965,13.0456530224303,793.634053685342,793.644275775985,8.09254454314972,NA,c(-121.558194170134, 41.4242642616255),144550.503691558,144.550503691558,24,-121.558194170134,41.4242642616255
"33","181624",2022-08-04,2.26452357452039,-8.2143253774519,13.9871476924677,13.98721213343,580.255382097395,580.263346366336,8.52075163506496,NA,c(-121.069972696954, 40.0775438857383),155292.524754548,155.292524754548,24,-121.069972696954,40.0775438857383
"34","181624",2022-08-05,2.05902157270235,-8.52357370508716,14.3779322746179,14.3780960039616,313.713183202912,313.716303690374,8.76874441086997,NA,c(-120.62605656517, 38.6511717953761),163131.505449181,163.131505449181,24,-120.62605656517,38.6511717953761
"35","181624",2022-08-06,1.73391442252261,-8.67143925594948,13.0712313462348,13.0713613650409,0.00487585539383434,0.0048758823627967,8.84309436761297,NA,c(-120.252232126662, 37.1700765159463),167923.633398718,167.923633398717,24,-120.252232126662,37.1700765159463
"36","181624",2022-08-07,1.28920073967833,-8.65792016220427,6.67620685426326,6.67621246185282,160.227109998575,160.227244579167,8.75337855145628,NA,c(-119.97428492209, 35.6614945506293),169580.414966187,169.580414966187,24,-119.97428492209,35.6614945506293
"37","181624",2022-08-08,2.01287068040662,-7.10780571260367,6.67605231452225,6.676057921982,0.00374561908173071,0.00374561994976138,7.38732363075574,NA,c(-119.54031872279, 34.4010767013291),145615.187671903,145.615187671903,24,-119.54031872279,34.4010767013291
