,Long,Lat,Jdate,mean(speed),mean(tw),max(speed),date
361,-150.73,61.26,232,3.440709144,0.23551518,4.138927003,8/21/22
362,-150.73,61.26,233,3.099848615,-0.421541833,3.658853408,8/22/22
363,-150.73,61.26,234,3.757135921,-0.368200171,4.793896859,8/23/22
364,-150.73,61.26,235,1.740364007,0.216577915,2.929237175,8/24/22
365,-150.73,61.26,236,2.648317306,-0.138023778,3.698319312,8/25/22
366,-150.73,61.26,237,4.34175561,0.615130895,5.316480399,8/26/22
367,-150.73,61.26,238,2.637353454,-0.201557299,4.062863307,8/27/22
368,-150.73,61.26,239,1.002275594,-0.247392299,2.602822069,8/28/22
369,-150.73,61.26,240,0.973167516,0.003344204,1.627101696,8/29/22
370,-150.73,61.26,241,0.95586612,0.133899425,1.718677123,8/30/22
371,-150.73,61.26,242,2.75068347,0.007040549,5.129176974,8/31/22
372,-150.73,61.26,243,3.27459044,0.031095566,4.582082863,9/1/22
373,-150.48,61.26,151,0.738725128,0.411978725,1.086047738,6/1/22
374,-150.48,61.26,152,2.270852877,-0.037209915,4.763595741,6/2/22
375,-150.48,61.26,153,1.631084267,0.143259314,3.372323087,6/3/22
376,-150.48,61.26,154,1.3116621,-0.182845473,2.314913659,6/4/22
377,-150.48,61.26,155,1.419824784,0.131545237,2.344496592,6/5/22
378,-150.48,61.26,156,2.069599051,0.365939052,4.688859461,6/6/22
379,-150.48,61.26,157,2.514343952,-0.191263664,3.963777453,6/7/22
380,-150.48,61.26,158,4.122264624,-0.822195942,5.464940299,6/8/22
381,-150.48,61.26,159,1.83152422,-0.356584009,2.681653449,6/9/22
382,-150.48,61.26,160,2.434596406,-0.312835303,3.222871907,6/10/22
383,-150.48,61.26,161,2.079587636,0.02815029,3.702904454,6/11/22
384,-150.48,61.26,162,3.59120063,-0.57990062,4.893860568,6/12/22
385,-150.48,61.26,163,2.448347336,-0.241714203,4.339651972,6/13/22
386,-150.48,61.26,164,3.301870881,0.073058384,4.794157888,6/14/22
387,-150.48,61.26,165,2.466248376,-0.198838779,5.914447366,6/15/22
388,-150.48,61.26,166,2.472008342,-0.160866983,4.065880507,6/16/22
389,-150.48,61.26,167,3.857866104,-0.404358503,6.260372502,6/17/22
390,-150.48,61.26,168,3.796561411,1.132415579,5.932508754,6/18/22
391,-150.48,61.26,169,1.655905894,0.184962822,2.834943684,6/19/22
392,-150.48,61.26,170,2.214623878,-0.047520303,4.358117219,6/20/22
393,-150.48,61.26,171,3.189906287,1.09640939,6.391423686,6/21/22
394,-150.48,61.26,172,3.068955027,0.309545058,6.068341798,6/22/22
395,-150.48,61.26,173,2.902163503,-0.03618357,5.290448215,6/23/22
396,-150.48,61.26,174,2.405119779,0.580404466,4.77410988,6/24/22
397,-150.48,61.26,175,4.641047589,-1.202667683,5.980442883,6/25/22
398,-150.48,61.26,176,2.966240405,0.023173173,5.515025316,6/26/22
399,-150.48,61.26,177,2.841233928,-0.360974072,5.712403481,6/27/22
400,-150.48,61.26,178,3.273411714,0.25603344,4.777967428,6/28/22
401,-150.48,61.26,179,2.731769448,0.581040224,5.239614732,6/29/22
402,-150.48,61.26,180,3.499766666,-0.986072168,5.958016478,6/30/22
403,-150.48,61.26,181,3.91321432,-0.794499036,5.927199722,7/1/22
404,-150.48,61.26,182,2.978010966,-0.046428859,4.958171914,7/2/22
405,-150.48,61.26,183,1.862668466,-0.458347709,4.455389898,7/3/22
406,-150.48,61.26,184,3.033118154,-0.515643806,6.016036661,7/4/22
407,-150.48,61.26,185,3.230936256,0.345433309,5.702058559,7/5/22
408,-150.48,61.26,186,3.207209237,0.015707826,5.92762011,7/6/22
409,-150.48,61.26,187,3.54913451,0.273278945,5.875365205,7/7/22
410,-150.48,61.26,188,2.475174664,-0.400841144,4.672398147,7/8/22
411,-150.48,61.26,189,3.437090571,0.435460791,5.310380632,7/9/22
412,-150.48,61.26,190,1.238337149,0.050494867,2.749068546,7/10/22
413,-150.48,61.26,191,1.917645584,0.171261236,2.996149641,7/11/22
414,-150.48,61.26,192,2.382809747,0.185582702,6.06228731,7/12/22
415,-150.48,61.26,193,1.951461239,0.08572596,4.993079134,7/13/22
416,-150.48,61.26,194,3.152536165,-0.366153824,4.917058954,7/14/22
417,-150.48,61.26,195,2.454185394,-0.123049867,3.963055475,7/15/22
418,-150.48,61.26,196,4.890562819,-0.167472367,7.129899278,7/16/22
419,-150.48,61.26,197,2.698831413,-1.075110345,5.01089302,7/17/22
420,-150.48,61.26,198,2.999366603,0.317553296,5.33309023,7/18/22
421,-150.48,61.26,199,4.33143617,-0.230299975,6.720757474,7/19/22
422,-150.48,61.26,200,5.440882959,-0.173733018,8.739733979,7/20/22
423,-150.48,61.26,201,3.39627593,0.226151032,5.98153666,7/21/22
424,-150.48,61.26,202,3.540347423,0.244371306,4.620944235,7/22/22
425,-150.48,61.26,203,2.93035732,0.088428453,4.373159581,7/23/22
426,-150.48,61.26,204,2.567602269,-0.002940039,4.123803947,7/24/22
427,-150.48,61.26,205,2.379967508,-0.508943758,4.869205011,7/25/22
428,-150.48,61.26,206,5.807346962,-0.455311476,12.16567664,7/26/22
429,-150.48,61.26,207,6.678503672,1.175695213,12.50692733,7/27/22
430,-150.48,61.26,208,1.923516645,-0.369819551,2.68961961,7/28/22
431,-150.48,61.26,209,2.604829963,0.125301918,4.838551811,7/29/22
432,-150.48,61.26,210,1.438616168,0.339911444,4.179936264,7/30/22
433,-150.48,61.26,211,2.621423079,-0.342291568,5.059161944,7/31/22
434,-150.48,61.26,212,2.426236575,0.129526491,4.842504382,8/1/22
435,-150.48,61.26,213,2.551938174,-0.183135021,3.415066389,8/2/22
436,-150.48,61.26,214,2.38527897,0.558321067,3.796973346,8/3/22
437,-150.48,61.26,215,2.121503271,0.004269902,3.582896751,8/4/22
438,-150.48,61.26,216,3.659797099,-0.600361174,5.782848614,8/5/22
439,-150.48,61.26,217,5.308071751,0.381658595,6.926340381,8/6/22
440,-150.48,61.26,218,4.387496982,-0.027176159,6.539077845,8/7/22
441,-150.48,61.26,219,5.982718241,-1.318562377,11.81702982,8/8/22
442,-150.48,61.26,220,9.100172855,-1.738219759,10.38556831,8/9/22
443,-150.48,61.26,221,5.491537473,-0.187778068,9.049837088,8/10/22
444,-150.48,61.26,222,3.67863444,0.167667095,5.184609802,8/11/22
445,-150.48,61.26,223,3.560463471,-0.195943394,5.980920047,8/12/22
446,-150.48,61.26,224,4.762983255,-0.033658767,5.597211698,8/13/22
447,-150.48,61.26,225,2.310088946,0.442507688,3.931049076,8/14/22
448,-150.48,61.26,226,1.359206059,-0.111798509,2.285405498,8/15/22
449,-150.48,61.26,227,1.411931955,0.450166513,2.992796869,8/16/22
450,-150.48,61.26,228,3.889652676,-1.516590684,6.621244378,8/17/22
451,-150.48,61.26,229,3.810563611,-0.046254504,6.918643028,8/18/22
452,-150.48,61.26,230,4.411032194,0.261131318,7.429076423,8/19/22
453,-150.48,61.26,231,3.633809726,0.065540712,5.054026228,8/20/22
454,-150.48,61.26,232,4.20704763,1.00167858,5.368028617,8/21/22
455,-150.48,61.26,233,3.839038007,-0.402171573,4.699119054,8/22/22
456,-150.48,61.26,234,4.688438062,-1.044843754,6.23716302,8/23/22
457,-150.48,61.26,235,2.368259152,0.653720206,3.710633802,8/24/22
458,-150.48,61.26,236,3.246133778,0.549945799,4.707274137,8/25/22
459,-150.48,61.26,237,4.789952317,0.0969037,6.174590659,8/26/22
460,-150.48,61.26,238,2.940497042,-0.05447819,4.21768128,8/27/22
461,-150.48,61.26,239,1.156519408,0.148411262,2.974805524,8/28/22
462,-150.48,61.26,240,1.072278021,-0.073076422,1.569298145,8/29/22
463,-150.48,61.26,241,1.106646688,-0.09392219,1.826583918,8/30/22
464,-150.48,61.26,242,3.388206415,-0.099280645,5.888799607,8/31/22
465,-150.48,61.26,243,4.450261033,-0.341012266,6.198738517,9/1/22
