,Long,Lat,Jdate,mean(tw),mean(ws),max(ws)
140,-156.98,58.7,197,-0.554692614,3.579425663,6.402716053
141,-156.98,58.7,198,-0.439274551,6.482558385,10.36270209
142,-156.98,58.7,199,0.370091305,9.570829446,11.18833458
143,-156.98,58.7,200,0.796855833,6.323493644,8.462554984
144,-156.98,58.7,201,1.42955864,7.79293955,11.45531853
145,-156.98,58.7,202,-0.071461111,6.377275089,7.883741121
146,-156.98,58.7,203,-0.526945551,5.304984124,7.704746722
147,-156.98,58.7,204,-0.67758107,3.576027893,4.791141566
148,-156.98,58.7,205,-0.129771937,5.557633552,8.702620533
149,-156.98,58.7,206,1.418040764,10.36109981,13.37183379
150,-156.98,58.7,207,0.125815673,5.15153248,9.882903684
151,-156.98,58.7,208,0.096526776,6.831235671,9.995751168
152,-156.98,58.7,209,0.101800923,5.051250456,9.086565032
153,-156.98,58.7,210,0.019523573,3.044996089,6.607007052
154,-156.98,58.7,211,-1.186798898,4.288833065,7.331549308
155,-156.98,58.7,212,0.096991013,5.106381862,8.710756528
156,-156.98,58.7,213,-0.583753039,8.856409338,10.54229752
157,-156.98,58.7,214,-0.186244603,8.323812908,9.948969269
158,-156.98,58.7,215,-0.019085929,4.097366439,9.000574234
159,-156.98,58.7,216,-1.614234001,6.459196707,7.697765598
160,-156.98,58.7,217,-0.096943606,7.903356816,9.97153037
161,-156.98,58.7,218,0.79378967,7.317076238,9.600863303
162,-156.98,58.7,219,-2.982571124,10.73787459,14.44336726
163,-156.98,58.7,220,-0.052692164,10.76304483,12.32827686
164,-156.98,58.7,221,-0.061011527,5.667105363,7.829001972
165,-156.98,58.7,222,1.35886316,6.413139698,7.168736142
166,-156.98,58.7,223,1.152782451,4.795213466,6.204777697
167,-156.98,58.7,224,-0.124602795,3.351328865,6.215417043
168,-156.98,58.7,225,-0.977347533,2.496374507,3.508449554
169,-156.98,58.7,226,-0.680556897,3.038627028,4.631671813
170,-156.98,58.7,227,0.452525551,2.3427882,4.153811206
171,-156.98,58.7,228,-0.138919817,2.972954611,4.375375559
172,-156.98,58.7,229,-0.693899688,4.169545319,6.485519595
173,-156.98,58.7,230,1.049588412,4.117461444,6.211142322
174,-156.98,58.7,231,-0.312891862,4.818890389,5.743900903
175,-156.98,58.7,232,-0.326357017,4.484130255,5.786112203
176,-156.98,58.7,233,-0.160037243,2.722240519,5.14440681
177,-156.98,58.7,234,1.311636688,5.397698473,6.741667786
178,-156.98,58.7,235,1.060118382,4.68273272,6.327956864
179,-156.98,58.7,236,-0.077347711,3.326681227,5.412741351
180,-156.98,58.7,237,2.438841013,7.210122473,9.553558145
181,-156.98,58.7,238,-0.450984517,7.53237298,9.410397249
182,-156.98,58.7,239,0.376378978,2.837285152,4.984869729
183,-156.98,58.7,240,0.672323924,3.479504499,5.137434024
184,-156.98,58.7,241,0.064765162,4.594787971,5.960472984
185,-156.98,58.7,242,0.826869953,4.6161806,7.649499606
186,-156.98,58.7,243,-0.465404546,5.45971932,7.872523185
187,-156.98,58.95,151,3.226848685,5.517054857,7.290642553
188,-156.98,58.95,152,0.127870363,3.044805897,7.650816004
189,-156.98,58.95,153,-0.48534651,1.86614237,5.689371013
190,-156.98,58.95,154,-0.753766233,2.487018484,5.5394482
191,-156.98,58.95,155,0.678183669,2.222023315,3.824711728
192,-156.98,58.95,156,0.173083351,2.773341511,3.634990622
193,-156.98,58.95,157,-0.280296106,2.114509044,3.302977583
194,-156.98,58.95,158,-0.00820663,2.343653135,4.087879446
195,-156.98,58.95,159,-0.566778381,2.967407418,5.761188499
196,-156.98,58.95,160,-0.021870968,2.379583575,4.141448387
197,-156.98,58.95,161,-0.531426782,2.311122129,4.33548692
198,-156.98,58.95,162,1.311590118,3.950415772,6.4449086
199,-156.98,58.95,163,-1.973714348,5.183670428,6.918783208
200,-156.98,58.95,164,-0.059293389,3.369492428,5.393450458
201,-156.98,58.95,165,0.015866296,2.162577906,3.827930699
202,-156.98,58.95,166,-0.244274325,3.08646132,4.951268655
203,-156.98,58.95,167,1.005939819,4.574223905,7.993501655
204,-156.98,58.95,168,0.240657061,4.659810751,7.608538749
205,-156.98,58.95,169,-0.299677124,2.186183748,4.924307935
206,-156.98,58.95,170,-0.476600146,2.279008499,3.841019126
207,-156.98,58.95,171,-0.976222193,4.073693015,7.702941688
208,-156.98,58.95,172,0.145392196,6.394434359,9.730858242
209,-156.98,58.95,173,-0.528013859,6.499852911,9.58360959
210,-156.98,58.95,174,-0.408923874,3.348477701,7.513436861
211,-156.98,58.95,175,-0.078518614,2.682945212,5.365655096
212,-156.98,58.95,176,-0.112997253,8.445197085,12.00920989
213,-156.98,58.95,177,1.819892037,10.24375377,12.58635519
214,-156.98,58.95,178,-0.410194694,6.073302896,9.087917973
215,-156.98,58.95,179,0.311126199,3.006501418,5.559765731
216,-156.98,58.95,180,0.621789713,3.622259953,5.896643352
217,-156.98,58.95,181,-1.160937954,5.57425168,10.85000587
218,-156.98,58.95,182,-0.141939789,4.916529801,6.966717814
219,-156.98,58.95,183,0.294756846,5.592878075,7.529074614
220,-156.98,58.95,184,-0.210882777,2.914983381,5.974393079
221,-156.98,58.95,185,0.742004611,6.226633189,7.159285518
222,-156.98,58.95,186,0.263522226,4.61981819,7.121747072
223,-156.98,58.95,187,-0.74761548,3.837230367,6.287010588
224,-156.98,58.95,188,0.323929083,2.315411469,3.594705963
225,-156.98,58.95,189,-0.940975289,4.703605699,6.53566429
226,-156.98,58.95,190,0.671988708,7.228026518,10.14548899
227,-156.98,58.95,191,0.160758055,4.429475725,7.305642589
228,-156.98,58.95,192,-0.283330111,5.821601013,7.811799775
229,-156.98,58.95,193,0.172579344,3.099823454,5.765723967
230,-156.98,58.95,194,-0.818795785,3.077641615,4.942492948
231,-156.98,58.95,195,-0.897086584,4.850419418,7.677622572
232,-156.98,58.95,196,-0.234835393,5.875582391,7.917121551
233,-156.98,58.95,197,0.310902654,3.269830634,6.469503818
234,-156.98,58.95,198,-0.60284878,5.993387268,9.509779532
235,-156.98,58.95,199,-2.467395233,8.889669276,11.56115012
236,-156.98,58.95,200,0.08168587,6.051286835,8.532717298
237,-156.98,58.95,201,0.690131717,7.960841704,11.69047291
238,-156.98,58.95,202,0.540581136,5.921337044,7.330387766
239,-156.98,58.95,203,-0.149298871,5.530845832,7.482750433
240,-156.98,58.95,204,1.036232382,3.801471331,4.98413893
241,-156.98,58.95,205,-1.506047412,5.320648518,7.833293878
242,-156.98,58.95,206,-0.168681926,10.4455836,13.05677802
243,-156.98,58.95,207,0.363452068,5.232443047,10.20917561
244,-156.98,58.95,208,-0.141465554,6.956379594,10.08013692
245,-156.98,58.95,209,-0.665165076,5.009012885,10.00900833
246,-156.98,58.95,210,0.106153657,1.828914373,5.469828718
247,-156.98,58.95,211,0.109138145,3.982297866,7.125295497
248,-156.98,58.95,212,1.018501085,5.112361929,7.108708985
249,-156.98,58.95,213,0.086877189,8.558910647,10.03804795
250,-156.98,58.95,214,0.952567095,7.280889499,8.752909987
251,-156.98,58.95,215,1.084718943,4.176686407,7.766636956
252,-156.98,58.95,216,2.611698272,7.042305486,8.161978873
253,-156.98,58.95,217,1.637137759,7.684551744,9.159784181
254,-156.98,58.95,218,0.596380921,6.969792642,9.435071611
255,-156.98,58.95,219,2.921620254,10.91067731,14.18827363
256,-156.98,58.95,220,-0.149309847,10.68841093,12.60088505
257,-156.98,58.95,221,-1.346801439,5.398973808,7.573437779
258,-156.98,58.95,222,0.360562959,7.782142485,8.933891221
259,-156.98,58.95,223,-0.733674897,6.871301897,8.336046053
260,-156.98,58.95,224,-0.80909381,4.77806985,7.410003204
261,-156.98,58.95,225,0.031533836,2.017584153,3.091024608
262,-156.98,58.95,226,0.109491361,3.125331605,4.797298655
263,-156.98,58.95,227,0.012526001,2.222419066,3.899253279
264,-156.98,58.95,228,-0.238590776,2.420034566,3.934634361
265,-156.98,58.95,229,-0.008960373,3.941341774,7.252227087
266,-156.98,58.95,230,-0.47709228,4.692600381,6.339386009
267,-156.98,58.95,231,-0.664230626,4.504236575,5.186585327
268,-156.98,58.95,232,0.1767849,3.636968926,5.109318453
269,-156.98,58.95,233,-1.188937908,3.116625261,6.086964289
270,-156.98,58.95,234,1.588738876,6.41481228,7.716678179
271,-156.98,58.95,235,-0.555594354,4.0817264,5.295448626
272,-156.98,58.95,236,0.012923631,3.662201085,5.516783119
273,-156.98,58.95,237,0.736717428,7.441733773,9.577717
274,-156.98,58.95,238,-0.60897229,7.156210339,9.175867469
275,-156.98,58.95,239,0.078976426,2.683822824,4.659859559
276,-156.98,58.95,240,-0.868650711,3.567203235,5.002344928
277,-156.98,58.95,241,1.061361969,4.868645071,6.467502322
278,-156.98,58.95,242,-0.477334326,4.46239515,7.25572487
279,-156.98,58.95,243,0.444999756,5.704781536,7.984077692
280,-156.73,58.7,151,0.770888404,5.502799824,6.379936514
281,-156.73,58.7,152,-0.22699566,2.169783007,6.907955964
282,-156.73,58.7,153,-0.238008614,2.176685057,5.09075444
283,-156.73,58.7,154,-0.148641998,1.945842858,4.933671597
284,-156.73,58.7,155,-0.042502133,2.955555453,5.027044256
285,-156.73,58.7,156,-0.082119968,2.850069441,4.336704554
286,-156.73,58.7,157,0.08340103,2.145708758,4.333248936
287,-156.73,58.7,158,-0.108432386,1.983845365,4.674269764
288,-156.73,58.7,159,0.841602616,3.345866478,5.262807075
289,-156.73,58.7,160,-0.039447961,2.934964331,3.887474866
290,-156.73,58.7,161,-0.407861418,2.408409817,4.072629249
291,-156.73,58.7,162,-0.856875583,3.362185811,5.367386077
292,-156.73,58.7,163,-0.284881911,4.216484241,5.659326648
293,-156.73,58.7,164,0.072692068,3.406601246,5.97220015
294,-156.73,58.7,165,-0.144171161,1.214214539,3.098669792
295,-156.73,58.7,166,0.069819007,2.728708767,4.19964496
296,-156.73,58.7,167,0.907016012,4.733989548,7.798641522
297,-156.73,58.7,168,-0.385863969,4.909434834,6.614083921
298,-156.73,58.7,169,0.636906597,2.368499,4.686040521
299,-156.73,58.7,170,-0.032232223,1.82413353,2.693981549
300,-156.73,58.7,171,0.758467573,3.859833158,8.208891112
301,-156.73,58.7,172,-0.141573868,6.8273591,8.652556523
302,-156.73,58.7,173,0.563284159,6.11354552,8.841033827
303,-156.73,58.7,174,0.025133,3.424866102,7.452398467
304,-156.73,58.7,175,-0.574537583,2.980587132,6.870467272
305,-156.73,58.7,176,-1.713476331,9.01003771,12.25577384
306,-156.73,58.7,177,-0.139372567,10.38374904,12.58039655
307,-156.73,58.7,178,-0.070604695,6.460989621,8.892320765
308,-156.73,58.7,179,0.093655523,3.186009304,5.58147441
309,-156.73,58.7,180,-0.04704514,2.938311355,5.419181703
310,-156.73,58.7,181,-0.006114277,5.877608012,11.07536038
311,-156.73,58.7,182,-0.594737367,4.440547151,7.584154124
312,-156.73,58.7,183,0.828288897,3.647607985,5.421063721
313,-156.73,58.7,184,-0.128312289,2.17024637,5.675827598
314,-156.73,58.7,185,-0.598636644,5.512226841,6.310900258
315,-156.73,58.7,186,0.755019853,3.389801836,5.570366501
316,-156.73,58.7,187,-0.635701654,3.682346711,5.640532022
317,-156.73,58.7,188,-0.024753484,2.189448302,3.507707141
318,-156.73,58.7,189,-0.610981971,3.348858827,5.60176512
319,-156.73,58.7,190,1.091223928,5.87113405,8.187783132
320,-156.73,58.7,191,-1.162532828,4.120304188,7.063695807
321,-156.73,58.7,192,-0.057424682,5.644672478,6.628867095
322,-156.73,58.7,193,-0.300476469,2.248170666,3.722563541
323,-156.73,58.7,194,0.11688715,2.700393677,4.708366808
324,-156.73,58.7,195,0.097989793,4.93749406,6.381900132
325,-156.73,58.7,196,-0.117302076,4.438374515,6.183742247
326,-156.73,58.7,197,0.671159962,3.196902383,5.645212549
327,-156.73,58.7,198,-0.096735724,5.68028309,8.915082599
328,-156.73,58.7,199,0.937073633,7.834463191,9.607838232
329,-156.73,58.7,200,0.662016128,5.580223216,7.019514788
330,-156.73,58.7,201,-0.023966559,6.615322399,9.915142649
331,-156.73,58.7,202,0.48832557,5.498235908,6.648057612
332,-156.73,58.7,203,0.064674511,4.534707951,6.297185538
333,-156.73,58.7,204,-0.585802788,3.103579093,4.01052504
334,-156.73,58.7,205,1.073299218,4.936698789,8.268916927
335,-156.73,58.7,206,-1.116707186,9.427645429,11.91970952
336,-156.73,58.7,207,0.780572925,4.846522269,8.972291385
337,-156.73,58.7,208,-0.638461204,6.349638821,8.952724638
338,-156.73,58.7,209,-0.21112377,4.163089819,7.742752697
339,-156.73,58.7,210,-0.167643583,2.141359041,5.187330014
340,-156.73,58.7,211,-0.105209883,3.608238365,6.358220474
341,-156.73,58.7,212,-0.369625196,4.642618249,7.094836179
342,-156.73,58.7,213,0.103500045,7.610184377,9.34880943
343,-156.73,58.7,214,0.506163781,7.565348324,9.380444456
344,-156.73,58.7,215,0.578428282,3.638033131,7.981883883
345,-156.73,58.7,216,1.33443748,5.495654941,6.87368051
346,-156.73,58.7,217,0.216370475,6.478855252,8.710294005
347,-156.73,58.7,218,-1.398831903,6.248140725,7.686210394
348,-156.73,58.7,219,0.037271667,9.402063383,12.92770221
349,-156.73,58.7,220,-0.248476288,9.764369533,10.9250854
350,-156.73,58.7,221,-0.833996674,5.190116364,7.689115761
351,-156.73,58.7,222,0.028564625,4.996887996,5.765215612
352,-156.73,58.7,223,0.274937464,3.821908541,5.211609778
353,-156.73,58.7,224,0.224373536,2.764615256,4.550818652
354,-156.73,58.7,225,-0.189577616,2.17386801,3.21581402
355,-156.73,58.7,226,-0.405832445,2.84804761,4.273128182
356,-156.73,58.7,227,0.38399294,1.995298717,3.386063855
357,-156.73,58.7,228,0.233393678,2.394794625,3.878154993
358,-156.73,58.7,229,0.877434459,3.956035435,6.068468006
359,-156.73,58.7,230,0.461959166,3.590798759,5.323899783
360,-156.73,58.7,231,1.457573498,4.200387898,5.096683611
361,-156.73,58.7,232,-0.105189642,4.002645763,5.440332327
362,-156.73,58.7,233,1.031903548,2.431568139,4.372917142
363,-156.73,58.7,234,-0.355072843,4.994454641,6.076333151
364,-156.73,58.7,235,-0.468741698,3.875543139,5.479421124
365,-156.73,58.7,236,0.192415909,2.74586972,4.593149522
366,-156.73,58.7,237,-0.542673672,6.400857066,8.529714997
367,-156.73,58.7,238,0.253983183,6.353984707,8.001664029
368,-156.73,58.7,239,-0.441779467,2.685794661,4.173567483
369,-156.73,58.7,240,0.124250459,3.093143232,4.658801668
370,-156.73,58.7,241,0.225898745,4.265835515,5.80408141
371,-156.73,58.7,242,-0.593190281,3.865420904,6.848074673
372,-156.73,58.7,243,-0.614902137,4.919687756,7.084902321
