tag-local-identifier,Breeding-site,Capture-year,timestamp,location-long,location-lat,height,individual-taxon-canonical-name,utm-easting,utm-northing,utm-zone
198752,Beluga,2021,20-Apr-22,-113.079643,31.1023235,.,Limnodromus griseus,301656.5217,3442801.984,12N
198752,Beluga,2021,20-Apr-22,-113.079643,31.1023235,.,Limnodromus griseus,301656.5217,3442801.984,12N
198752,Beluga,2021,24-Apr-22,-116.373924,37.098484,.,Limnodromus griseus,555634.1574,4105980.96,11N
198755,Beluga,2021,27-Apr-22,-115.937218,30.4225655,.,Limnodromus griseus,602068.6863,3366089.929,11N
198758,Beluga,2021,27-Apr-22,-122.10582,37.5516815,.,Limnodromus griseus,578982.9635,4156450.699,10N
198757,JBER,2021,27-Apr-22,-122.248512,37.5160446,.,Limnodromus griseus,566410.3615,4152386.606,10N
198771,Beluga,2021,27-Apr-22,-122.290215,38.1309052,.,Limnodromus griseus,562206.6711,4220577.307,10N
198766,JBER,2021,27-Apr-22,-112.104126,24.7797623,.,Limnodromus griseus,388380.667,2741012.309,12N
198766,JBER,2021,27-Apr-22,-112.31382,11.3579903,.,Limnodromus griseus,356637.5619,1255886.805,12N
198752,Beluga,2021,27-Apr-22,-116.373924,38.173275,.,Limnodromus griseus,554838.4728,4225225.703,11N
198752,Beluga,2021,27-Apr-22,-116.373924,38.173275,.,Limnodromus griseus,554838.4728,4225225.703,11N
198767,Beluga,2021,27-Apr-22,-123.701797,46.1805954,.,Limnodromus griseus,445835.355,5114352.55,10N
198758,Beluga,2021,4-May-22,-124.797554,40.7401619,.,Limnodromus griseus,348227.0825,4511467.279,10N
198757,JBER,2021,4-May-22,-125.168579,40.4176521,.,Limnodromus griseus,316016.3577,4476372.21,10N
198771,Beluga,2021,4-May-22,-139.780487,59.5676804,.,Limnodromus griseus,568904.5862,6603898.642,7N
198766,JBER,2021,4-May-22,-117.127975,32.5570946,.,Limnodromus griseus,487985.732,3602195.37,11N
198766,JBER,2021,4-May-22,-117.127975,32.5570946,.,Limnodromus griseus,487985.732,3602195.37,11N
198752,Beluga,2021,4-May-22,-127.280342,50.1421432,.,Limnodromus griseus,622875.8359,5555850.729,9N
198767,Beluga,2021,4-May-22,-127.847153,50.9862785,.,Limnodromus griseus,580917.5418,5648931.574,9N
198758,Beluga,2021,11-May-22,-129.214508,52.1876869,.,Limnodromus griseus,485335.5829,5781935.305,9N
198766,JBER,2021,11-May-22,-124.102516,40.9129333,.,Limnodromus griseus,407153.9809,4529676.974,10N
198752,Beluga,2021,11-May-22,-148.915985,60.9193344,.,Limnodromus griseus,396119.879,6755320.642,6N
198767,Beluga,2021,11-May-22,-149.891678,61.0978165,.,Limnodromus griseus,344117.606,6777127.438,6N
198757,JBER,2021,18-May-22,-151.01828,61.2160378,.,Limnodromus griseus,606442.8956,6788464.597,5N
198771,Beluga,2021,18-May-22,-149.742477,61.3209724,.,Limnodromus griseus,353200.1207,6801622.73,6N
198766,JBER,2021,18-May-22,-124.064423,46.8888702,.,Limnodromus griseus,418909.2924,5193364.696,10N
198752,Beluga,2021,18-May-22,-151.006348,61.2146797,.,Limnodromus griseus,607088.2672,6788332.86,5N
198766,JBER,2021,25-May-22,-138.506744,58.9948273,.,Limnodromus griseus,643243.5892,6542148.036,7N
198752,Beluga,2021,25-May-22,-151.007523,61.2151947,.,Limnodromus griseus,607023.4176,6788388.282,5N
198766,JBER,2021,1-Jun-22,-149.892639,61.0987892,.,Limnodromus griseus,344070.6141,6777238,6N
198752,Beluga,2021,1-Jun-22,-151.008316,61.2156296,.,Limnodromus griseus,606979.3558,6788435.41,5N
198766,JBER,2021,8-Jun-22,-149.894775,61.0976906,.,Limnodromus griseus,343950.1106,6777120.807,6N
198752,Beluga,2021,8-Jun-22,-151.006805,61.2147598,.,Limnodromus griseus,607063.4528,6788341.03,5N
198767,Beluga,2021,8-Jun-22,-149.887421,61.0969734,.,Limnodromus griseus,344342.8417,6777023.456,6N
198766,JBER,2021,15-Jun-22,-149.891388,61.0978928,.,Limnodromus griseus,344133.6075,6777135.24,6N
198752,Beluga,2021,15-Jun-22,-150.924576,61.2129669,.,Limnodromus griseus,611485.6668,6788278.864,5N
198767,Beluga,2021,15-Jun-22,-149.888931,61.0988426,.,Limnodromus griseus,344270.6682,6777235.111,6N
198767,Beluga,2021,15-Jun-22,-149.888931,61.0988426,.,Limnodromus griseus,344270.6682,6777235.111,6N
198766,JBER,2021,22-Jun-22,-149.889862,61.0978165,.,Limnodromus griseus,344215.4573,6777123.112,6N
198752,Beluga,2021,22-Jun-22,-150.947952,61.220211,.,Limnodromus griseus,610204.9356,6789045.846,5N
198767,Beluga,2021,22-Jun-22,-149.887451,61.097126,.,Limnodromus griseus,344341.9752,6777040.513,6N
198766,JBER,2021,29-Jun-22,-149.889954,61.0975113,.,Limnodromus griseus,344208.9987,6777089.359,6N
198752,Beluga,2021,29-Jun-22,-150.949127,61.22052,.,Limnodromus griseus,610140.7669,6789078.273,5N
198767,Beluga,2021,29-Jun-22,-149.891846,61.098278,.,Limnodromus griseus,344110.8254,6777179.208,6N
198767,Beluga,2021,29-Jun-22,-149.891846,61.098278,.,Limnodromus griseus,344110.8254,6777179.208,6N
198766,JBER,2021,6-Jul-22,-149.890289,61.0978928,.,Limnodromus griseus,344192.8247,6777132.622,6N
198752,Beluga,2021,6-Jul-22,-124.041794,46.6272888,.,Limnodromus griseus,420248.169,5164274.492,10N
198767,Beluga,2021,6-Jul-22,-149.89093,61.0975342,.,Limnodromus griseus,344156.5212,6777094.233,6N
198766,JBER,2021,13-Jul-22,-122.271294,38.1432686,.,Limnodromus griseus,563854.1835,4221961.965,10N
198767,Beluga,2021,13-Jul-22,-149.890701,61.0973816,.,Limnodromus griseus,344168.1096,6777076.701,6N
198766,JBER,2021,20-Jul-22,-122.296028,38.1333885,.,Limnodromus griseus,561695.114,4220848.964,10N
198767,Beluga,2021,20-Jul-22,-118.914139,38.0327034,.,Limnodromus griseus,332010.7671,4211172.77,11N
198766,JBER,2021,27-Jul-22,-112.063965,24.7530117,.,Limnodromus griseus,392417.9238,2738017.809,12N
198767,Beluga,2021,27-Jul-22,-110.799065,27.9260025,.,Limnodromus griseus,519769.9385,3089021.568,12N
198766,JBER,2021,3-Aug-22,-112.076118,24.7635078,.,Limnodromus griseus,391198.1312,2739189.735,12N
198767,Beluga,2021,3-Aug-22,-107.504036,24.4185467,.,Limnodromus griseus,246088.7252,2702861.451,13N
198767,Beluga,2021,3-Aug-22,-107.504036,24.4185467,.,Limnodromus griseus,246088.7252,2702861.451,13N
198766,JBER,2021,10-Aug-22,-112.094582,24.7783031,.,Limnodromus griseus,389344.2809,2740842.958,12N
198767,Beluga,2021,10-Aug-22,-107.502502,24.4182911,.,Limnodromus griseus,246243.828,2702830.321,13N
198766,JBER,2021,17-Aug-22,-112.080833,24.7711105,.,Limnodromus griseus,390728.0342,2740035.402,12N
198767,Beluga,2021,17-Aug-22,-107.507446,24.4182663,.,Limnodromus griseus,245742.2398,2702836.643,13N
198767,Beluga,2021,24-Aug-22,-107.500099,24.4175224,.,Limnodromus griseus,246486.0599,2702740.754,13N
