,id,timestamp,site,year,Jdate,geometry,,dist_from_last (m),dist_from_last (km),,
1,198758,6/21/21,Beluga,2021,172,c(-150.92429, 61.21252),NA,,,
2,198761,6/21/21,Beluga,2021,172,c(-151.05103, 61.21341),NA,,,
3,198763,6/21/21,Beluga,2021,172,c(-150.93594, 61.22442),NA,,,
4,198752,7/12/21,Beluga,2021,193,c(-150.37534, 60.69411),NA,,,
5,198761,7/12/21,Beluga,2021,193,c(-149.91164, 61.20546),61022.92979,61.02292979,,
6,198763,7/12/21,Beluga,2021,193,c(-150.93097, 61.21369),1222.431795,1.222431795,,
7,198773,7/12/21,Beluga,2021,193,c(-150.31961, 61.26876),NA,,,
8,198767,7/15/21,Beluga,2021,196,c(-145.68833, 60.47694),NA,,,
9,198773,7/18/21,Beluga,2021,199,c(-160.64489, 56.28875),811214.2648,811.2142648,,
10,198763,7/21/21,Beluga,2021,202,c(-124.03214, 46.86334),2342284.938,2342.284938,,
11,198761,7/21/21,Beluga,2021,202,c(-130.46177, 54.37307),1372437.8,1372.4378,,
12,198752,7/24/21,Beluga,2021,205,c(-124.02816, 46.60324),2310133.716,2310.133716,,
13,198767,7/24/21,Beluga,2021,205,c(-128.59947, 52.46932),1369176.512,1369.176512,,
14,198752,8/2/21,Beluga,2021,214,c(-123.95678, 46.66667),8913.384468,8.913384468,,
15,198773,8/2/21,Beluga,2021,214,c(-114.03901, 27.63005),4853464.05,4853.46405,,
16,198761,8/2/21,Beluga,2021,214,c(-122.14115, 37.6151),1967885.475,1967.885475,,
17,198758,8/2/21,Beluga,2021,214,c(-123.96515, 46.66146),2362880.829,2362.880829,,
18,198763,8/2/21,Beluga,2021,214,c(-124.13734, 47.0255),19720.78299,19.72078299,,
19,198773,8/8/21,Beluga,2021,220,c(-112.13553, 25.14788),334839.4675,334.8394675,,
20,198763,8/8/21,Beluga,2021,220,c(-124.16133, 46.94369),9277.108772,9.277108772,,
21,198767,8/11/21,Beluga,2021,223,c(-97.65358, 22.33111),4260538.677,4260.538677,,
22,198752,8/11/21,Beluga,2021,223,c(-113.08397, 31.10833),1965033.147,1965.033147,,
23,198761,8/11/21,Beluga,2021,223,c(-109.1175, 25.62164),1812621.408,1812.621408,,
24,198758,8/11/21,Beluga,2021,223,c(-117.89615, 32.21054),1687959.757,1687.959757,,
25,198773,8/17/21,Beluga,2021,229,c(-115.9643, 26.10259),398254.293,398.254293,,
26,198758,8/17/21,Beluga,2021,229,c(-111.80568, 28.49542),715439.9617,715.4399617,,
27,198767,8/20/21,Beluga,2021,232,c(-107.49947, 24.42392),1031258.754,1031.258754,,
28,198761,8/20/21,Beluga,2021,232,c(-109.10818, 25.64872),3152.788351,3.152788351,,
29,198752,8/23/21,Beluga,2021,235,c(-113.08074, 31.10677),353.0635575,0.353063557,,
30,198773,8/26/21,Beluga,2021,238,c(-115.20295, 25.99269),77034.90109,77.03490109,,
31,198767,9/1/21,Beluga,2021,244,c(-107.48856, 24.45694),3834.171698,3.834171698,,
32,198752,9/1/21,Beluga,2021,244,c(-113.05814, 31.10328),2186.408698,2.186408698,,
33,198761,9/1/21,Beluga,2021,244,c(-109.12879, 25.634),2635.833488,2.635833488,,
34,198763,9/1/21,Beluga,2021,244,c(-113.95237, 27.73395),2314155.318,2314.155318,,
35,198758,9/4/21,Beluga,2021,247,c(-110.36284, 27.21542),200939.0687,200.9390687,,
36,198767,9/7/21,Beluga,2021,250,c(-107.50118, 24.42012),4288.898767,4.288898767,,
37,198767,9/7/21,Beluga,2021,250,c(-107.50598, 24.4212),500.6033789,0.500603379,,
38,198761,9/7/21,Beluga,2021,250,c(-109.13755, 25.61817),1967.155733,1.967155733,,
39,198761,9/7/21,Beluga,2021,250,c(-109.12546, 25.61952),1221.445754,1.221445754,,
40,198758,9/7/21,Beluga,2021,250,c(-110.3499, 27.2061),1646.645189,1.646645189,,
41,198758,9/7/21,Beluga,2021,250,c(-110.35365, 27.20648),373.2487929,0.373248793,,
42,198767,9/10/21,Beluga,2021,253,c(-107.489677, 24.4173183),1706.147689,1.706147689,,
43,198752,9/10/21,Beluga,2021,253,c(-113.08035, 31.10613),2138.184569,2.138184569,,
44,198752,9/10/21,Beluga,2021,253,c(-113.08298, 31.10841),356.3286612,0.356328661,,
45,198758,9/10/21,Beluga,2021,253,c(-110.357155, 27.2030087),518.7857063,0.518785706,,
46,198763,9/10/21,Beluga,2021,253,c(-113.95645, 27.7409),870.8999004,0.8708999,,
47,198763,9/10/21,Beluga,2021,253,c(-113.98857, 27.74393),3178.934954,3.178934954,,
48,198758,9/13/21,Beluga,2021,256,c(-110.346153, 27.2311172),3309.454091,3.309454091,,
49,198752,9/13/21,Beluga,2021,256,c(-113.059113, 31.0939522),2783.587198,2.783587198,,
50,198767,9/16/21,Beluga,2021,259,c(-107.470863, 24.4267902),2176.627189,2.176627189,,
51,198758,9/16/21,Beluga,2021,259,c(-110.356133, 27.2061062),2950.996996,2.950996996,,
52,198758,9/16/21,Beluga,2021,259,c(-110.36166, 27.20915),642.8821788,0.642882179,,
53,198752,9/16/21,Beluga,2021,259,c(-113.068733, 31.0939522),916.0045399,0.91600454,,
54,198767,9/19/21,Beluga,2021,262,c(-107.474396, 24.4249477),412.210288,0.412210288,,
55,198758,9/19/21,Beluga,2021,262,c(-110.356087, 27.2058487),662.1882897,0.66218829,,
56,198763,9/19/21,Beluga,2021,262,c(-113.92447, 27.72785),6557.148673,6.557148673,,
57,198752,9/19/21,Beluga,2021,262,c(-113.083145, 31.1087494),2142.46518,2.14246518,,
58,198752,9/19/21,Beluga,2021,262,c(-113.08408, 31.10903),94.32545459,0.094325455,,
59,198767,9/22/21,Beluga,2021,265,c(-107.480537, 24.4228745),663.1038726,0.663103873,,
60,198758,9/22/21,Beluga,2021,265,c(-110.347893, 27.2273788),2527.439294,2.527439294,,
61,198752,9/22/21,Beluga,2021,265,c(-113.083069, 31.1079559),153.3915793,0.153391579,,
62,198767,10/6/21,Beluga,2021,279,c(-107.478722, 24.5246086),11313.82476,11.31382476,,
63,198758,10/6/21,Beluga,2021,279,c(-110.345688, 27.2275848),219.2179727,0.219217973,,
64,198758,10/6/21,Beluga,2021,279,c(-110.38902, 27.24749),4822.025924,4.822025924,,
65,198752,10/6/21,Beluga,2021,279,c(-113.085426, 31.1195774),1311.589934,1.311589934,,
66,198767,10/20/21,Beluga,2021,293,c(-107.505676, 24.4068489),13375.45939,13.37545939,,
67,198758,10/20/21,Beluga,2021,293,c(-110.376434, 27.2264061),2654.182412,2.654182412,,
68,198752,10/20/21,Beluga,2021,293,c(-113.0812, 31.099123),2309.739481,2.309739481,,
69,198767,11/3/21,Beluga,2021,307,c(-107.505806, 24.4066429),26.4191765,0.026419177,,
70,198767,11/3/21,Beluga,2021,307,c(-107.50013, 24.40676),574.8889553,0.574888955,,
71,198758,11/3/21,Beluga,2021,307,c(-110.382271, 27.230093),707.9162815,0.707916282,,
72,198752,11/3/21,Beluga,2021,307,c(-108.887589, 25.5713406),738923.4029,738.9234029,,
73,198752,11/3/21,Beluga,2021,307,c(-108.895, 25.5744),817.4852131,0.817485213,,
74,198767,11/17/21,Beluga,2021,321,c(-107.493874, 24.4609661),6060.635278,6.060635278,,
75,198758,11/17/21,Beluga,2021,321,c(-109.694374, 26.7115898),89282.57878,89.28257878,,
76,198752,11/17/21,Beluga,2021,321,c(-108.820595, 25.5318661),8836.466273,8.836466273,,
77,198767,12/1/21,Beluga,2021,335,c(-107.48735, 24.423769),4188.528619,4.188528619,,
78,198758,12/1/21,Beluga,2021,335,c(-109.704308, 26.712204),989.0865227,0.989086523,,
79,198752,12/1/21,Beluga,2021,335,c(-108.789413, 25.5506039),3758.771176,3.758771176,,
80,198752,12/1/21,Beluga,2021,335,c(-108.79759, 25.56407),1707.323561,1.707323561,,
81,198767,12/15/21,Beluga,2021,349,c(-107.488091, 24.4215927),253.3564099,0.25335641,,
82,198752,12/15/21,Beluga,2021,349,c(-108.791565, 25.5415688),2573.994027,2.573994027,,
83,198767,12/29/21,Beluga,2021,363,c(-107.487144, 24.4227448),160.0142346,0.160014235,,
84,198758,12/29/21,Beluga,2021,363,c(-109.532784, 26.7031422),17067.56143,17.06756143,,
85,198752,12/29/21,Beluga,2021,363,c(-108.793564, 25.5446911),400.9474115,0.400947412,,
86,198767,1/12/22,Beluga,2021,12,c(-107.487679, 24.4179077),540.5824972,0.540582497,,
87,198752,1/12/22,Beluga,2021,12,c(-108.792, 25.5395451),593.3345468,0.593334547,,
88,198767,1/26/22,Beluga,2021,26,c(-107.488472, 24.4184952),103.5093512,0.103509351,,
89,233815,6/5/22,King_Salmon,2022,156,c(-156.678772, 58.682663),NA,,,
90,233821,6/5/22,King_Salmon,2022,156,c(-156.6173096, 58.6880112),NA,,,
91,233824,6/5/22,King_Salmon,2022,156,c(-156.6172333, 58.6880112),NA,,,
92,233817,6/5/22,King_Salmon,2022,156,c(-156.7088013, 58.7091064),NA,,,
93,233819,6/5/22,King_Salmon,2022,156,c(-156.6592407, 58.709671),NA,,,
94,233818,6/5/22,King_Salmon,2022,156,c(-156.7175293, 58.7133827),NA,,,
95,233816,6/5/22,King_Salmon,2022,156,c(-156.7175598, 58.7134094),NA,,,
96,233821,6/10/22,King_Salmon,2022,161,c(-156.6179962, 58.6871414),104.5398952,0.104539895,,
97,233824,6/10/22,King_Salmon,2022,161,c(-156.6227875, 58.6897774),376.2760279,0.376276028,,
98,233815,6/10/22,King_Salmon,2022,161,c(-156.7088013, 58.7091331),3416.61905,3.41661905,,
99,233817,6/10/22,King_Salmon,2022,161,c(-156.7088013, 58.709671),62.78075412,0.062780754,,
100,233816,6/10/22,King_Salmon,2022,161,c(-156.7113342, 58.7135353),359.7737187,0.359773719,,
101,233818,6/10/22,King_Salmon,2022,161,c(-156.7113342, 58.7135353),358.1423351,0.358142335,,
102,233820,6/10/22,King_Salmon,2022,161,c(-156.7117767, 58.7160721),NA,,,
103,233819,6/10/22,King_Salmon,2022,161,c(-156.9867859, 58.7485809),19394.53285,19.39453285,,
104,233812,6/10/22,Beluga,2022,161,c(-151.0220642, 61.2099953),NA,,,
105,233811,6/10/22,Beluga,2022,161,c(-151.0164795, 61.2110214),NA,,,
106,233813,6/10/22,Beluga,2022,161,c(-151.0160828, 61.216526),NA,,,
107,233818,6/15/22,King_Salmon,2022,166,c(-156.7233124, 58.6617966),5794.58254,5.79458254,,
108,233819,6/15/22,King_Salmon,2022,166,c(-156.8725128, 58.6745987),10546.23457,10.54623457,,
109,233821,6/15/22,King_Salmon,2022,166,c(-156.6179962, 58.6871414),0,0,,
110,233824,6/15/22,King_Salmon,2022,166,c(-156.6179199, 58.6878319),354.8494601,0.35484946,,
111,233817,6/15/22,King_Salmon,2022,166,c(-156.7087708, 58.7091331),59.83777646,0.059837776,,
112,233816,6/15/22,King_Salmon,2022,166,c(-156.713562, 58.7142525),151.3580088,0.151358009,,
113,233815,6/15/22,King_Salmon,2022,166,c(-156.719574, 58.7166061),1038.021507,1.038021507,,
114,233820,6/15/22,King_Salmon,2022,166,c(-156.7146606, 58.7175827),236.5209115,0.236520912,,
115,233812,6/15/22,Beluga,2022,166,c(-151.0181732, 61.2113533),257.3282962,0.257328296,,
116,233811,6/15/22,Beluga,2022,166,c(-151.0178986, 61.2120438),136.7449286,0.136744929,,
117,233813,6/15/22,Beluga,2022,166,c(-151.0161743, 61.2163963),15.23135321,0.015231353,,
118,233818,6/20/22,King_Salmon,2022,171,c(-157.6691132, 57.5168915),138912.7989,138.9127989,,
119,233824,6/20/22,King_Salmon,2022,171,c(-156.6221924, 58.6495361),4265.464926,4.265464926,,
120,233821,6/20/22,King_Salmon,2022,171,c(-156.6179657, 58.6871414),1.762573702,0.001762574,,
121,233816,6/20/22,King_Salmon,2022,171,c(-156.7127991, 58.7142029),44.39709398,0.044397094,,
122,233820,6/20/22,King_Salmon,2022,171,c(-156.7148895, 58.7174797),17.48849808,0.017488498,,
123,233817,6/20/22,King_Salmon,2022,171,c(-156.7304535, 58.7205238),1780.964861,1.780964861,,
124,233815,6/20/22,King_Salmon,2022,171,c(-156.7463531, 58.7210884),1624.485586,1.624485586,,
125,233819,6/20/22,King_Salmon,2022,171,c(-157.0854034, 58.751194),14955.75348,14.95575348,,
126,233811,6/20/22,Beluga,2022,171,c(-151.01651, 61.2118416),77.68211335,0.077682113,,
127,233813,6/20/22,Beluga,2022,171,c(-151.0158691, 61.2167282),40.36138029,0.04036138,,
128,233812,6/20/22,Beluga,2022,171,c(-150.9458618, 61.2221832),4054.523668,4.054523668,,
129,233818,6/25/22,King_Salmon,2022,176,c(-157.6623993, 57.5095406),910.4391749,0.910439175,,
130,233823,6/25/22,King_Salmon,2022,176,c(-156.6282043, 58.6470528),NA,,,
131,233820,6/25/22,King_Salmon,2022,176,c(-156.6282349, 58.6470795),9293.231919,9.293231919,,
132,233824,6/25/22,King_Salmon,2022,176,c(-156.6217041, 58.6494331),30.48244189,0.030482442,,
133,233821,6/25/22,King_Salmon,2022,176,c(-156.6179657, 58.6871681),2.968909201,0.002968909,,
134,233816,6/25/22,King_Salmon,2022,176,c(-156.7107239, 58.7146378),129.2204077,0.129220408,,
135,233815,6/25/22,King_Salmon,2022,176,c(-156.7435455, 58.7207794),165.6935334,0.165693533,,
136,233817,6/25/22,King_Salmon,2022,176,c(-156.7137451, 58.7236481),1025.252071,1.025252071,,
137,233819,6/25/22,King_Salmon,2022,176,c(-157.0733185, 58.7415924),1275.128517,1.275128517,,
138,233813,6/25/22,Beluga,2022,176,c(-150.9497681, 61.195713),4241.919979,4.241919979,,
139,233811,6/25/22,Beluga,2022,176,c(-150.9169006, 61.2119675),5333.942021,5.333942021,,
140,181625,6/25/22,Beluga,2022,176,c(-150.9251709, 61.2120209),NA,,,
141,181626,6/25/22,Beluga,2022,176,c(-151.0236816, 61.2151184),NA,,,
142,233812,6/25/22,Beluga,2022,176,c(-150.4843445, 61.2573586),24999.4537,24.9994537,,
143,233823,6/30/22,King_Salmon,2022,181,c(-142.4148102, 53.1137161),1075694.706,1075.694706,,
144,233820,6/30/22,King_Salmon,2022,181,c(-142.4147339, 53.1137657),1075697.974,1075.697974,,
145,233824,6/30/22,King_Salmon,2022,181,c(-156.5906525, 58.6518898),1816.980462,1.816980462,,
146,233821,6/30/22,King_Salmon,2022,181,c(-156.6179657, 58.6871185),5.515277018,0.005515277,,
147,233815,6/30/22,King_Salmon,2022,181,c(-156.7436371, 58.7190666),190.5283805,0.190528381,,
148,233817,6/30/22,King_Salmon,2022,181,c(-156.7302551, 58.7204208),1018.463451,1.018463451,,
149,233818,6/30/22,King_Salmon,2022,181,c(-156.7095947, 58.7403374),147848.8272,147.8488272,,
150,233816,6/30/22,King_Salmon,2022,181,c(-156.9972076, 58.8073845),19475.27908,19.47527908,,
151,233819,6/30/22,King_Salmon,2022,181,c(-156.9961395, 58.8089218),8708.778213,8.708778213,,
152,233813,6/30/22,Beluga,2022,181,c(-151.0314941, 61.2091789),4626.609079,4.626609079,,
153,233811,6/30/22,Beluga,2022,181,c(-150.9184418, 61.2128639),129.4061216,0.129406122,,
154,181626,6/30/22,Beluga,2022,181,c(-151.0254669, 61.2136078),193.2674043,0.193267404,,
155,181625,6/30/22,Beluga,2022,181,c(-150.9511566, 61.2188797),1586.65485,1.58665485,,
156,233812,6/30/22,Beluga,2022,181,c(-150.4850311, 61.2575607),43.04495179,0.043044952,,
157,233820,7/1/22,King_Salmon,2022,182,c(-127.3301926, 42.4985199),1625257.938,1625.257938,67719.08075,18.81085576
158,233823,7/1/22,King_Salmon,2022,182,c(-127.3302689, 42.4987259),1625236.366,1625.236366,,
159,233824,7/1/22,King_Salmon,2022,182,c(-156.6427002, 58.6488457),3029.939476,3.029939476,,
160,233821,7/1/22,King_Salmon,2022,182,c(-156.6179657, 58.6871414),2.546367817,0.002546368,,
161,233817,7/1/22,King_Salmon,2022,182,c(-156.7291565, 58.7199097),85.16372642,0.085163726,,
162,233815,7/1/22,King_Salmon,2022,182,c(-156.7348938, 58.7228546),657.4321678,0.657432168,,
163,233818,7/1/22,King_Salmon,2022,182,c(-156.6776886, 58.7373428),1870.965433,1.870965433,,
164,233816,7/1/22,King_Salmon,2022,182,c(-156.9969025, 58.8074112),17.81970616,0.017819706,,
165,233819,7/1/22,King_Salmon,2022,182,c(-156.9962158, 58.8089981),9.554464753,0.009554465,,
166,233813,7/1/22,Beluga,2022,182,c(-151.0453949, 61.2058258),832.6169497,0.83261695,,
167,233811,7/1/22,Beluga,2022,182,c(-150.918457, 61.2130432),19.953888,0.019953888,,
168,181626,7/1/22,Beluga,2022,182,c(-151.0164337, 61.2169609),610.6916483,0.610691648,,
169,181625,7/1/22,Beluga,2022,182,c(-150.9510498, 61.2188797),5.717702212,0.005717702,,
170,233812,7/1/22,Beluga,2022,182,c(-150.4837189, 61.2575378),70.21050797,0.070210508,,
171,233823,7/3/22,King_Salmon,2022,184,c(-122.1436005, 37.6437378),696994.8132,696.9948132,,
172,233820,7/3/22,King_Salmon,2022,184,c(-122.1691742, 37.6786804),692522.0587,692.5220587,,
173,233824,7/3/22,King_Salmon,2022,184,c(-156.6418304, 58.6485367),60.9320999,0.0609321,,
174,233821,7/3/22,King_Salmon,2022,184,c(-156.6170044, 58.687809),92.71852614,0.092718526,,
175,233817,7/3/22,King_Salmon,2022,184,c(-156.7302246, 58.7204475),85.90024084,0.085900241,,
176,233815,7/3/22,King_Salmon,2022,184,c(-156.849823, 58.7716217),8565.342251,8.565342251,,
177,233816,7/3/22,King_Salmon,2022,184,c(-157.0128021, 58.8027267),1053.501682,1.053501682,,
178,233819,7/3/22,King_Salmon,2022,184,c(-156.998642, 58.8085136),149.7456916,0.149745692,,
179,233818,7/3/22,King_Salmon,2022,184,c(-157.0317383, 58.9485435),31087.00065,31.08700065,,
180,181624,7/3/22,Beluga,2022,184,c(-151.0293121, 61.2111473),NA,,,
181,181625,7/3/22,Beluga,2022,184,c(-150.9255524, 61.2124786),1539.590171,1.539590171,,
182,233813,7/3/22,Beluga,2022,184,c(-151.0218353, 61.2128639),1484.690683,1.484690683,,
183,233811,7/3/22,Beluga,2022,184,c(-150.9184418, 61.2129936),5.575008973,0.005575009,,
184,181626,7/3/22,Beluga,2022,184,c(-151.0173798, 61.2163696),82.99936601,0.082999366,,
185,233812,7/3/22,Beluga,2022,184,c(-150.4834137, 61.2571526),45.83593113,0.045835931,,
186,233820,7/5/22,King_Salmon,2022,186,c(-122.1126785, 37.5638924),13699.43494,13.69943494,,
187,233823,7/5/22,King_Salmon,2022,186,c(-122.1445007, 37.6439934),84.20141739,0.084201417,,
188,233817,7/5/22,King_Salmon,2022,186,c(-142.8343201, 49.2754555),1383042.847,1383.042847,,
189,233824,7/5/22,King_Salmon,2022,186,c(-156.6426239, 58.6487427),51.30395925,0.051303959,,
190,233821,7/5/22,King_Salmon,2022,186,c(-156.6007996, 58.6883469),938.3471056,0.938347106,,
191,233816,7/5/22,King_Salmon,2022,186,c(-157.0827942, 58.7448196),7598.659235,7.598659235,,
192,233819,7/5/22,King_Salmon,2022,186,c(-157.0778198, 58.746254),8291.890628,8.291890628,,
193,233815,7/5/22,King_Salmon,2022,186,c(-156.849823, 58.7721863),62.78075412,0.062780754,,
194,233818,7/5/22,King_Salmon,2022,186,c(-157.0393677, 58.9240723),2756.062551,2.756062551,,
195,233813,7/5/22,Beluga,2022,186,c(-151.0703735, 61.1756172),4890.43895,4.89043895,,
196,181624,7/5/22,Beluga,2022,186,c(-151.0252228, 61.2096367),275.9877391,0.275987739,,
197,233811,7/5/22,Beluga,2022,186,c(-151.0166931, 61.2118416),5262.673056,5.262673056,,
198,181626,7/5/22,Beluga,2022,186,c(-151.0231476, 61.2134781),445.8133492,0.445813349,,
199,181625,7/5/22,Beluga,2022,186,c(-150.8340302, 61.2454529),6118.519247,6.118519247,,
200,233812,7/5/22,Beluga,2022,186,c(-150.4874115, 61.257946),231.2548059,0.231254806,,
201,233823,7/7/22,King_Salmon,2022,188,c(-122.0525665, 37.4925194),18690.81478,18.69081478,,
202,233820,7/7/22,King_Salmon,2022,188,c(-122.248024, 37.5213699),12835.58033,12.83558033,,
203,233817,7/7/22,King_Salmon,2022,188,c(-123.8762589, 40.7041168),1761914.924,1761.914924,,
204,233824,7/7/22,King_Salmon,2022,188,c(-156.6201782, 58.6570358),1592.543924,1.592543924,,
205,233821,7/7/22,King_Salmon,2022,188,c(-156.6026917, 58.6874733),146.2586129,0.146258613,,
206,233819,7/7/22,King_Salmon,2022,188,c(-157.0675812, 58.7454834),596.8669613,0.596866961,,
207,233816,7/7/22,King_Salmon,2022,188,c(-157.0820007, 58.7463036),171.2459495,0.17124595,,
208,233815,7/7/22,King_Salmon,2022,188,c(-156.848938, 58.7674751),526.3411746,0.526341175,,
209,233818,7/7/22,King_Salmon,2022,188,c(-157.0307465, 58.9217682),557.2307248,0.557230725,,
210,233811,7/7/22,Beluga,2022,188,c(-150.1302643, 60.7982483),66314.9611,66.3149611,,
211,181624,7/7/22,Beluga,2022,188,c(-150.994751, 61.1754379),4138.429333,4.138429333,,
212,181626,7/7/22,Beluga,2022,188,c(-150.9237823, 61.212429),5321.953862,5.321953862,,
213,233813,7/7/22,Beluga,2022,188,c(-151.0318909, 61.2125816),4598.418245,4.598418245,,
214,181625,7/7/22,Beluga,2022,188,c(-150.8327484, 61.2451439),76.69284096,0.076692841,,
215,233823,7/9/22,King_Salmon,2022,190,c(-118.043816, 33.6950645),556369.3296,556.3693296,,
216,233820,7/9/22,King_Salmon,2022,190,c(-122.116135, 37.5652237),12609.17549,12.60917549,,
217,233817,7/9/22,King_Salmon,2022,190,c(-122.216232, 37.7471619),358526.6276,358.5266276,,
218,233824,7/9/22,King_Salmon,2022,190,c(-156.628113, 58.6464386),1264.601444,1.264601444,,
219,233821,7/9/22,King_Salmon,2022,190,c(-156.602325, 58.6871185),44.78315322,0.044783153,,
220,233816,7/9/22,King_Salmon,2022,190,c(-157.081924, 58.7421074),466.6178672,0.466617867,,
221,233819,7/9/22,King_Salmon,2022,190,c(-157.082336, 58.7504768),1016.268623,1.016268623,,
222,233815,7/9/22,King_Salmon,2022,190,c(-156.840973, 58.7657585),497.3300996,0.4973301,,
223,233818,7/9/22,King_Salmon,2022,190,c(-157.035049, 58.9256592),498.1751339,0.498175134,,
224,233811,7/9/22,Beluga,2022,190,c(-146.3188171, 59.4272652),260393.9431,260.3939431,,
225,181624,7/9/22,Beluga,2022,190,c(-151.0250092, 61.166069),1928.072713,1.928072713,,
226,233813,7/9/22,Beluga,2022,190,c(-151.0333557, 61.2115593),138.1099453,0.138109945,,
227,181626,7/9/22,Beluga,2022,190,c(-151.0228119, 61.2134514),5303.920382,5.303920382,,
228,181625,7/9/22,Beluga,2022,190,c(-150.8327332, 61.2452736),14.44490594,0.014444906,,
229,233812,7/9/22,Beluga,2022,190,c(-150.4871826, 61.257946),12.23930002,0.0122393,,
230,233823,7/11/22,King_Salmon,2022,192,c(-114.014481, 31.5171204),448382.2922,448.3822922,,
231,233820,7/11/22,King_Salmon,2022,192,c(-122.245796, 37.5187836),12544.06394,12.54406394,,
232,233817,7/11/22,King_Salmon,2022,192,c(-122.216919, 37.7470856),60.99686588,0.060996866,,
233,233824,7/11/22,King_Salmon,2022,192,c(-157.560852, 57.4994049),138834.8233,138.8348233,,
234,233821,7/11/22,King_Salmon,2022,192,c(-156.600128, 58.6935921),730.9416098,0.73094161,,
235,233816,7/11/22,King_Salmon,2022,192,c(-157.082352, 58.7428474),85.91006169,0.085910062,,
236,233815,7/11/22,King_Salmon,2022,192,c(-156.848526, 58.7665291),443.842595,0.443842595,,
237,233819,7/11/22,King_Salmon,2022,192,c(-157.009811, 58.8045425),7322.370033,7.322370033,,
238,233818,7/11/22,King_Salmon,2022,192,c(-156.989532, 58.8614006),7608.657089,7.608657089,,
239,233811,7/11/22,Beluga,2022,192,c(-146.318604, 59.4272652),12.05237339,0.012052373,,
240,181626,7/11/22,Beluga,2022,192,c(-151.0167389, 61.1774864),4012.34599,4.01234599,,
241,181624,7/11/22,Beluga,2022,192,c(-150.9924927, 61.1838341),2634.595611,2.634595611,,
242,233813,7/11/22,Beluga,2022,192,c(-150.9958038, 61.1841393),3652.851013,3.652851013,,
243,181625,7/11/22,Beluga,2022,192,c(-150.8330841, 61.2448654),49.11784968,0.04911785,,
244,233812,7/11/22,Beluga,2022,192,c(-150.484955, 61.2599411),251.7968113,0.251796811,,
245,233823,7/13/22,King_Salmon,2022,194,c(-113.929047, 31.5932026),11709.08719,11.70908719,,
246,233819,7/13/22,King_Salmon,2022,194,c(-123.200729, 36.3498116),3490479.33,3490.47933,,
247,233820,7/13/22,King_Salmon,2022,194,c(-122.248642, 37.5211143),360.784438,0.360784438,,
248,233817,7/13/22,King_Salmon,2022,194,c(-122.215332, 37.746521),153.009201,0.153009201,,
249,233815,7/13/22,King_Salmon,2022,194,c(-122.860916, 38.0376701),3342603.694,3342.603694,,
250,233818,7/13/22,King_Salmon,2022,194,c(-124.116394, 40.8461685),3039518.962,3039.518962,,
251,181625,7/13/22,Beluga,2022,194,c(-142.7277679, 57.2551537),638817.8987,638.8178987,,
252,233824,7/13/22,King_Salmon,2022,194,c(-157.560257, 57.498661),90.03345946,0.090033459,,
253,233821,7/13/22,King_Salmon,2022,194,c(-156.601868, 58.6879883),631.1745432,0.631174543,,
254,233811,7/13/22,Beluga,2022,194,c(-146.39476, 59.4036369),5046.557363,5.046557363,,
255,233813,7/13/22,Beluga,2022,194,c(-151.0410919, 61.1537552),4160.754678,4.160754678,,
256,181626,7/13/22,Beluga,2022,194,c(-151.0287781, 61.160511),1994.920738,1.994920738,,
257,181624,7/13/22,Beluga,2022,194,c(-151.0291901, 61.1608429),3225.990425,3.225990425,,
258,233812,7/13/22,Beluga,2022,194,c(-150.483063, 61.2587395),167.587892,0.167587892,,
259,233823,7/15/22,King_Salmon,2022,196,c(-113.936089, 31.6410503),5362.052719,5.362052719,,
260,233819,7/15/22,King_Salmon,2022,196,c(-117.104935, 32.6090622),696315.2814,696.3152814,,
261,233815,7/15/22,King_Salmon,2022,196,c(-117.104988, 32.6097031),797742.8984,797.7428984,,
262,233816,7/15/22,King_Salmon,2022,196,c(-120.84433, 35.3407097),3702104.377,3702.104377,,
263,233820,7/15/22,King_Salmon,2022,196,c(-122.138405, 37.6046219),13440.05171,13.44005171,,
264,233817,7/15/22,King_Salmon,2022,196,c(-122.215408, 37.7442436),253.3238758,0.253323876,,
265,233818,7/15/22,King_Salmon,2022,196,c(-124.174324, 40.8222084),5554.377781,5.554377781,,
266,181625,7/15/22,Beluga,2022,196,c(-124.1620636, 40.8410492),2256155.429,2256.155429,,
267,233824,7/15/22,King_Salmon,2022,196,c(-157.537476, 57.6523399),17142.23408,17.14223408,,
268,233821,7/15/22,King_Salmon,2022,196,c(-156.601822, 58.6879883),2.658243285,0.002658243,,
269,233811,7/15/22,Beluga,2022,196,c(-146.386597, 59.4110603),945.9163993,0.945916399,,
270,233812,7/15/22,Beluga,2022,196,c(-147.606003, 60.9575539),158141.9416,158.1419416,,
271,181624,7/15/22,Beluga,2022,196,c(-151.452652, 61.0144386),27986.91908,27.98691908,,
272,233813,7/15/22,Beluga,2022,196,c(-151.026108, 61.2114296),6463.201669,6.463201669,,
273,181626,7/15/22,Beluga,2022,196,c(-151.0168915, 61.2146797),6056.883688,6.056883688,,
274,233823,7/17/22,King_Salmon,2022,198,c(-113.938698, 31.6295547),1301.89972,1.30189972,,
275,233819,7/17/22,King_Salmon,2022,198,c(-117.09951, 32.6191483),1231.259274,1.231259274,,
276,233815,7/17/22,King_Salmon,2022,198,c(-117.109879, 32.6364784),3012.311859,3.012311859,,
