,id,timestamp,site,year,Jdate,geometry,,dist_from_last (m),dist_from_last (km),,
654,181626,9/11/22,Beluga,2022,254,c(-122.2326126, 37.5092354),178.2881295,0.17828813,,
655,233813,9/11/22,Beluga,2022,254,c(-119.237389, 43.2450676),36477.52551,36.47752551,,
656,233820,9/13/22,King_Salmon,2022,256,c(-108.035164, 25.04846),244.8712535,0.244871253,,
657,233811,9/13/22,Beluga,2022,256,c(-109.361931, 25.8117752),282.488789,0.282488789,,
658,181624,9/13/22,Beluga,2022,256,c(-109.554138, 26.693594),51.32234038,0.05132234,,
659,233816,9/13/22,King_Salmon,2022,256,c(-109.811928, 26.7866745),992.1379097,0.99213791,,
660,233821,9/13/22,King_Salmon,2022,256,c(-110.460609, 27.3181572),447.1388707,0.447138871,,
661,233815,9/13/22,King_Salmon,2022,256,c(-114.065521, 27.682394),42.24280628,0.042242806,,
662,181625,9/13/22,Beluga,2022,256,c(-114.227753, 27.707098),6790.866117,6.790866117,,
663,233818,9/13/22,King_Salmon,2022,256,c(-114.222961, 27.709734),1629.687924,1.629687924,,
664,233823,9/13/22,King_Salmon,2022,256,c(-113.933174, 31.6119423),196.8108829,0.196810883,,
665,233824,9/13/22,King_Salmon,2022,256,c(-122.038467, 37.4760818),1592.995055,1.592995055,,
666,233813,9/13/22,Beluga,2022,256,c(-119.261963, 43.2606087),2635.745423,2.635745423,,
667,233820,9/15/22,King_Salmon,2022,258,c(-108.034698, 25.0456696),313.809952,0.313809952,,
668,181624,9/15/22,Beluga,2022,258,c(-109.586319, 26.7008133),3296.137686,3.296137686,,
669,233816,9/15/22,King_Salmon,2022,258,c(-109.811958, 26.786726),6.45454435,0.006454544,,
670,233821,9/15/22,King_Salmon,2022,258,c(-110.461761, 27.3184128),117.3053634,0.117305363,,
671,233815,9/15/22,King_Salmon,2022,258,c(-114.054108, 27.6880264),1286.516146,1.286516146,,
672,233818,9/15/22,King_Salmon,2022,258,c(-114.228157, 27.7123203),586.8038342,0.586803834,,
673,181625,9/15/22,Beluga,2022,258,c(-114.180824, 27.7522812),6824.732063,6.824732063,,
674,233823,9/15/22,King_Salmon,2022,258,c(-113.927177, 31.6076927),738.7848521,0.738784852,,
675,233819,9/15/22,King_Salmon,2022,258,c(-113.922058, 31.6237431),639.5396839,0.639539684,,
676,233824,9/15/22,King_Salmon,2022,258,c(-122.099747, 37.4392204),6786.569438,6.786569438,,
677,233813,9/15/22,Beluga,2022,258,c(-119.085175, 43.2470131),14396.98025,14.39698025,,
678,233816,9/17/22,King_Salmon,2022,260,c(-109.811699, 26.7958908),1019.405076,1.019405076,,
679,233821,9/17/22,King_Salmon,2022,260,c(-110.461502, 27.3187447),44.90819739,0.044908197,,
680,233819,9/17/22,King_Salmon,2022,260,c(-110.55835, 27.4519176),566556.9463,566.5569463,,
681,233815,9/17/22,King_Salmon,2022,260,c(-114.065292, 27.6854649),1137.453051,1.137453051,,
682,233818,9/17/22,King_Salmon,2022,260,c(-114.239426, 27.6994686),1809.120578,1.809120578,,
683,233823,9/17/22,King_Salmon,2022,260,c(-113.927895, 31.5998077),879.4061679,0.879406168,,
684,233813,9/17/22,Beluga,2022,260,c(-114.389465, 36.1287041),887287.2424,887.2872424,,
685,233824,9/17/22,King_Salmon,2022,260,c(-122.099083, 37.4356346),403.0102382,0.403010238,,
686,233816,9/19/22,King_Salmon,2022,262,c(-109.803223, 26.7963257),842.6705203,0.84267052,,
687,233819,9/19/22,King_Salmon,2022,262,c(-110.245361, 27.1647625),44450.36601,44.45036601,,
688,233821,9/19/22,King_Salmon,2022,262,c(-110.462273, 27.3186169),77.48388387,0.077483884,,
689,233815,9/19/22,King_Salmon,2022,262,c(-114.064629, 27.6843128),143.7825141,0.143782514,,
690,233818,9/19/22,King_Salmon,2022,262,c(-114.236427, 27.7000828),303.0523439,0.303052344,,
691,233823,9/19/22,King_Salmon,2022,262,c(-113.932068, 31.5942783),730.9148074,0.730914807,,
692,233813,9/19/22,Beluga,2022,262,c(-114.474022, 36.1036148),8091.565039,8.091565039,,
693,233824,9/19/22,King_Salmon,2022,262,c(-122.097832, 37.4373245),217.9669038,0.217966904,,
694,233819,9/21/22,King_Salmon,2022,264,c(-110.133827, 27.1304569),11676.4327,11.6764327,,
695,233815,9/21/22,King_Salmon,2022,264,c(-114.064911, 27.6847744),58.35707251,0.058357073,,
696,233823,9/21/22,King_Salmon,2022,264,c(-113.921089, 31.5921783),1065.768783,1.065768783,,
697,233813,9/21/22,Beluga,2022,264,c(-114.473869, 36.1038971),34.26800294,0.034268003,,
698,233824,9/21/22,King_Salmon,2022,264,c(-122.09742, 37.4371452),41.48136769,0.041481368,,
699,233819,9/23/22,King_Salmon,2022,266,c(-110.235741, 27.1688328),10949.44739,10.94944739,,
700,233815,9/23/22,King_Salmon,2022,266,c(-114.067825, 27.6817017),446.1698514,0.446169851,,
701,233818,9/23/22,King_Salmon,2022,266,c(-114.23661, 27.699955),22.94652846,0.022946528,,
702,233823,9/23/22,King_Salmon,2022,266,c(-113.930664, 31.5929222),910.6648414,0.910664841,,
703,233813,9/23/22,Beluga,2022,266,c(-114.473846, 36.1039238),3.617195666,0.003617196,,
704,233819,9/25/22,King_Salmon,2022,268,c(-110.260925, 27.1555977),2893.692583,2.893692583,,
705,233815,9/25/22,King_Salmon,2022,268,c(-114.080215, 27.6758919),1380.531039,1.380531039,,
706,233818,9/25/22,King_Salmon,2022,268,c(-114.227264, 27.7052803),1094.180815,1.094180815,,
707,233813,9/25/22,Beluga,2022,268,c(-112.313766, 29.3374329),778995.289,778.995289,,
708,233823,9/25/22,King_Salmon,2022,268,c(-113.92511, 31.6038265),1321.688792,1.321688792,,
709,233819,9/27/22,King_Salmon,2022,270,c(-110.245949, 27.1670399),1952.944102,1.952944102,,
710,233815,9/27/22,King_Salmon,2022,270,c(-114.074379, 27.6787319),655.7326236,0.655732624,,
711,233818,9/27/22,King_Salmon,2022,270,c(-114.224655, 27.7064571),288.2580933,0.288258093,,
712,233813,9/27/22,Beluga,2022,270,c(-112.300606, 29.3343353),1321.3562,1.3213562,,
713,233823,9/27/22,King_Salmon,2022,270,c(-113.833382, 31.5778179),9156.908325,9.156908325,,
714,233819,9/29/22,King_Salmon,2022,272,c(-110.140991, 27.1291256),11208.15805,11.20815805,,
715,233813,9/29/22,Beluga,2022,272,c(-112.30806, 29.3296509),890.75792,0.89075792,,
716,233823,9/29/22,King_Salmon,2022,272,c(-113.698212, 31.5230598),14182.05639,14.18205639,,
