id,date,lon,lat,gps:fix-type-raw,height-above-ellipsoid,lc,lotek:crc-status-text,sensor-type
233813,2022-12-12,-111.400818,28.3520889,3D,-23,G,OK,gps
233813,2022-12-17,-111.400871,28.3520889,3D,-30,G,OK,gps
233813,2022-12-22,-111.400848,28.3520889,3D,-29,G,OK,gps
233813,2022-12-27,-111.40097,28.3520393,3D,3,G,OK,gps
233813,2023-01-01,-111.400894,28.3520889,3D,-18,G,OK,gps
233813,2023-01-06,-111.400871,28.3521156,3D,-24,G,OK,gps
233813,2023-01-11,-111.400871,28.3521156,3D,-27,G,OK,gps
233813,2023-01-16,-111.400894,28.3521671,3D,-28,G,OK,gps
233813,2023-01-21,-111.400818,28.3520889,3D,-24,G,OK,gps
233813,2022-08-26,-145.486481,60.4006004,3D,25,G,OK(corrected),gps
233813,2022-10-21,-111.392471,28.3677559,3D,-23,G,OK(corrected),gps
233813,2022-12-02,-111.400871,28.3520889,3D,-21,G,OK(corrected),gps
233815,2022-06-05,-156.678772,58.682663,,21,G,,gps
233815,2022-06-10,-156.7088013,58.7091331,,42,G,,gps
233815,2022-06-15,-156.719574,58.7166061,,43,G,,gps
233815,2022-06-20,-156.7463531,58.7210884,,43,G,,gps
233815,2022-06-25,-156.7435455,58.7207794,,38,G,,gps
233815,2022-06-30,-156.7436371,58.7190666,,38,G,,gps
233815,2022-07-01,-156.7348938,58.7228546,,37,G,,gps
233815,2022-07-03,-156.849823,58.7716217,,51,G,,gps
233815,2022-07-05,-156.849823,58.7721863,,50,G,,gps
233815,2022-07-07,-156.848938,58.7674751,,58,G,,gps
233815,2022-07-09,-156.840973,58.7657585,3D,52,G,OK(corrected),gps
233815,2022-07-11,-156.848526,58.7665291,3D,51,G,OK(corrected),gps
233815,2022-07-13,-122.860916,38.0376701,3D,542,G,OK,gps
233815,2022-07-15,-117.104988,32.6097031,3D,-22,G,OK,gps
233815,2022-07-17,-117.109879,32.6364784,3D,-23,G,OK(corrected),gps
233815,2022-07-19,-117.111488,32.6374016,3D,-26,G,OK(corrected),gps
233815,2022-07-21,-117.111206,32.6483841,3D,-22,G,OK,gps
233815,2022-07-23,-117.10936,32.6488686,3D,-32,G,OK,gps
