,id,date,u,v,u.se,v.se,x.se,y.se,s,s.se,geometry,dist_to_next_m,dis_to_next_km,timetilnext,lon,lat,
116,181625,8/3/22,0.014053076,0.041606639,7.787426578,7.787389429,437.982129,437.9784454,0.043915843,NA,c(-114.184674959782, 27.7478650678124),936.1859122,0.936185912,24,-114.184675,27.74786507
117,181625,8/4/22,0.018119697,0.03372447,7.163438055,7.163426793,477.1431839,477.138626,0.038283982,NA,c(-114.180768431527, 27.7543335782321),815.5523532,0.815552353,24,-114.1807684,27.75433358
118,181625,8/5/22,0.01643296,0.022570111,7.082521667,7.08251818,449.2082991,449.2042017,0.02791867,NA,c(-114.177225556453, 27.7586624138525),594.3311247,0.594331125,24,-114.1772256,27.75866241
119,181625,8/6/22,0.008992865,0.008143563,7.653047556,7.653012507,355.879298,355.8766519,0.012132157,NA,c(-114.175286733752, 27.7602242662971),257.9860339,0.257986034,24,-114.1752867,27.76022427
120,181625,8/7/22,-0.004200589,-0.009555174,8.413730762,8.413676165,206.3945196,206.3935051,0.010437735,NA,c(-114.176192362616, 27.7583916790095),222.4074666,0.222407467,24,-114.1761924,27.75839168
121,181625,8/8/22,-0.023147402,-0.030526101,8.599672116,8.599629846,0.004074151,0.004074145,0.038309856,NA,c(-114.181182842239, 27.7525368677663),815.4661041,0.815466104,24,-114.1811828,27.75253687
122,181625,8/9/22,-0.04784764,-0.054769255,6.932443652,6.932439365,166.376722,166.3766191,0.072725579,NA,c(-114.191498524536, 27.742031551337),1547.606767,1.547606767,24,-114.1914985,27.74203155
123,181625,8/10/22,-0.058787906,-0.063696672,5.19666371,5.196661931,210.3285126,210.3283915,0.086679201,NA,c(-114.204172942463, 27.7298125126244),1844.471208,1.844471208,24,-114.2041729,27.72981251
124,181625,8/11/22,-0.055968041,-0.057308174,5.414037936,5.414037647,153.9344799,153.9343917,0.080103985,NA,c(-114.216239409738, 27.7188178070707),1704.48493,1.70448493,24,-114.2162394,27.71881781
125,181625,8/12/22,-0.039388045,-0.035603761,6.413862428,6.413858752,0.003750539,0.00375054,0.053094688,NA,c(-114.224731301714, 27.7119865790674),1129.493052,1.129493052,24,-114.2247313,27.71198658
126,181625,8/13/22,-0.009047759,0.001416744,4.035267138,4.035267207,96.8452904,96.84529205,0.009158289,NA,c(-114.226682035115, 27.7122583332553),194.3941329,0.194394133,24,-114.226682,27.71225833
127,181625,8/14/22,-0.000436297,0.002718777,4.03517373,4.035173799,0.003485496,0.003485496,0.002753562,NA,c(-114.226776098912, 27.7127799939616),58.74053588,0.058740536,24,-114.2267761,27.71277999
128,181625,8/15/22,-0.013554163,-0.031698489,3.943562386,3.943562614,94.64440183,94.6444073,0.034474341,NA,c(-114.229698284911, 27.706697820534),734.9456311,0.734945631,24,-114.2296983,27.70669782
129,181625,8/16/22,-0.020665367,-0.0450084,3.943471101,3.943471329,0.003477387,0.003477388,0.049525887,NA,c(-114.234153648433, 27.6980610999665),1055.787501,1.055787501,24,-114.2341536,27.6980611
130,181625,8/17/22,-0.02176977,-0.037210466,3.940830517,3.940830749,94.57883774,94.57884331,0.043110879,NA,c(-114.238847113868, 27.6909201961884),918.7095477,0.918709548,24,-114.2388471,27.6909202
131,181625,8/18/22,0.02452903,0.025739757,3.940739296,3.940739528,0.003477148,0.003477149,0.035555709,NA,c(-114.233558761208, 27.6958598428291),756.8331974,0.756833197,24,-114.2335588,27.69585984
132,181625,8/19/22,0.118232132,0.143843546,3.94075007,3.940750302,94.57690702,94.5769126,0.186196545,NA,c(-114.20806865942, 27.7234600446525),3964.273757,3.964273757,24,-114.2080687,27.72346004
133,181625,8/20/22,0.124207734,0.151316895,3.94065885,3.940659082,0.003477141,0.003477142,0.195766095,NA,c(-114.18129000994, 27.7524868640847),4166.942213,4.166942213,24,-114.18129,27.75248686
