event-id,visible,timestamp,location-long,location-lat,external-temperature,gps:fix-type-raw,height-above-ellipsoid,height-raw,import-marked-outlier,lotek:crc-status,lotek:crc-status-text,mortality-status,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,height-above-msl,ECMWF ERA5 PL U Wind,ECMWF ERA5 PL V Wind,ECMWF ERA5 PL Pressure Vertical Velocity
23733288965,TRUE,2022-06-15,-150.9493561,61.2211075,,,22,,,,,,,gps,Limnodromus griseus,233814,129232035,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",16.05007348,NaN,NaN,NaN
23733289947,TRUE,2022-06-05,-156.678772,58.682663,,,21,,,,,,,gps,Limnodromus griseus,233815,129231922,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.443432779,NaN,NaN,NaN
23733296236,TRUE,2022-06-25,-157.0733185,58.7415924,,,21,,,,,,,gps,Limnodromus griseus,233819,129231926,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.616973029,NaN,NaN,NaN
23733287146,TRUE,2022-07-11,-150.9958038,61.1841393,,,21,,,,,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",14.91087384,NaN,NaN,NaN
23482834957,TRUE,2022-08-18,-145.457397,60.3726196,,3D,21,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",7.837662999,NaN,NaN,NaN
23357225789,TRUE,2022-07-19,-146.377106,59.4083443,,3D,21,,FALSE,G,OK,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",9.330763286,NaN,NaN,NaN
23733305330,TRUE,2022-06-30,-156.5906525,58.6518898,,,21,,,,,,,gps,Limnodromus griseus,233824,129231999,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.42373737,NaN,NaN,NaN
23357225806,TRUE,2022-07-19,-157.537704,57.6524162,,3D,21,,FALSE,G,OK,,,gps,Limnodromus griseus,233824,129231999,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.951560777,NaN,NaN,NaN
23733288969,TRUE,2022-07-01,-151.0051422,61.2107887,,,21,,,,,,,gps,Limnodromus griseus,233814,129232035,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",14.98502558,NaN,NaN,NaN
23357225000,TRUE,2022-07-17,-157.00351,58.8076668,,3D,20,,FALSE,G,OK,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.701173166,1.03336131,5.723710788,-0.050018546
23733296235,TRUE,2022-06-20,-157.0854034,58.751194,,,20,,,,,,,gps,Limnodromus griseus,233819,129231926,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.767379749,NaN,NaN,NaN
23404127944,TRUE,2022-08-10,-145.458984,60.3684464,,3D,20,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",6.812638364,NaN,NaN,NaN
23482834956,TRUE,2022-08-10,-145.458984,60.3684464,,3D,20,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",6.812638364,NaN,NaN,NaN
23733285948,TRUE,2022-07-09,-146.3188171,59.4272652,,,20,,,,,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",8.508799888,NaN,NaN,NaN
23733286205,TRUE,2022-07-01,-150.4837189,61.2575378,,,20,,,,,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",12.37771761,NaN,NaN,NaN
23567333802,TRUE,2022-08-24,-145.421097,60.3761292,,3D,20,,FALSE,G,OK,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",6.848306279,NaN,NaN,NaN
23569188016,TRUE,2022-08-24,-145.421097,60.3761292,,3D,20,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",6.848306279,NaN,NaN,NaN
23357225003,TRUE,2022-07-23,-157.08197,58.7476616,,3D,19,,FALSE,G,OK,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",3.619843949,NaN,NaN,NaN
23357526638,TRUE,2022-07-23,-157.08197,58.7476616,,3D,19,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",3.619843949,NaN,NaN,NaN
23733296241,TRUE,2022-07-07,-157.0675812,58.7454834,,,19,,,,,,,gps,Limnodromus griseus,233819,129231926,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",3.613391134,NaN,NaN,NaN
23357968435,TRUE,2022-08-04,-145.440063,60.3856773,,3D,19,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.912636131,NaN,NaN,NaN
23482834958,TRUE,2022-08-20,-145.457504,60.372673,,3D,19,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.838022077,NaN,NaN,NaN
23522697361,TRUE,2022-08-20,-145.457504,60.372673,,3D,19,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.838022077,NaN,NaN,NaN
23357225784,TRUE,2022-07-13,-146.39476,59.4036369,,3D,19,,FALSE,G,OK,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",7.282245993,NaN,NaN,NaN
23357225785,TRUE,2022-07-15,-146.386597,59.4110603,,3D,19,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",7.323556913,NaN,NaN,NaN
23733286207,TRUE,2022-07-05,-150.4874115,61.257946,,,19,,,,,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",11.3856984,NaN,NaN,NaN
23357225845,TRUE,2022-07-11,-150.484955,61.2599411,,3D,19,,FALSE,G,OK,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",11.39074417,NaN,NaN,NaN
23357225848,TRUE,2022-07-17,-145.360123,60.2842484,,3D,19,,FALSE,G,OK,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.252555688,NaN,NaN,NaN
23370626609,TRUE,2022-08-02,-145.431,60.3812981,,3D,19,,FALSE,G,OK,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.883105365,NaN,NaN,NaN
23733292146,TRUE,2022-07-05,-157.0827942,58.7448196,,,18,,,,,,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",2.620845921,NaN,NaN,NaN
23733285944,TRUE,2022-07-01,-150.918457,61.2130432,,,18,,,,,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",12.03659888,NaN,NaN,NaN
23357225705,TRUE,2022-07-09,-157.082336,58.7504768,,3D,17,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233819,129231926,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",1.765930231,NaN,NaN,NaN
23357225853,TRUE,2022-07-25,-144.22731,60.1052284,,3D,17,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.10259915,NaN,NaN,NaN
23357526645,TRUE,2022-07-25,-144.22731,60.1052284,,3D,17,,FALSE,G,OK,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.10259915,NaN,NaN,NaN
23357225723,TRUE,2022-07-09,-157.081924,58.7421074,,3D,16,,FALSE,G,OK,,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",0.621005495,NaN,NaN,NaN
23357968434,TRUE,2022-07-31,-150.990555,61.1792259,,3D,16,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",9.897296639,NaN,NaN,NaN
23357225783,TRUE,2022-07-11,-146.318604,59.4272652,,3D,16,,FALSE,G,OK,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.509198185,NaN,NaN,NaN
23986525542,TRUE,2022-09-23,-109.365669,25.7950592,,3D,16,,FALSE,G,OK,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",48.52690169,NaN,NaN,NaN
23733286204,TRUE,2022-06-30,-150.4850311,61.2575607,,,16,,,,,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",8.379994819,NaN,NaN,NaN
23357225004,TRUE,2022-07-25,-157.07019,58.7358093,,3D,15,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-0.383311293,NaN,NaN,NaN
23357526639,TRUE,2022-07-25,-157.07019,58.7358093,,3D,15,,FALSE,G,OK,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-0.383311293,NaN,NaN,NaN
23733285942,TRUE,2022-06-25,-150.9169006,61.2119675,,,15,,,,,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",9.034000974,NaN,NaN,NaN
23357225740,TRUE,2022-07-17,-150.994598,61.178894,,3D,14,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",7.89400799,NaN,NaN,NaN
23357225846,TRUE,2022-07-13,-150.483063,61.2587395,,3D,14,,FALSE,G,OK,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",6.382117137,NaN,NaN,NaN
23357225742,TRUE,2022-07-21,-150.994629,61.1774597,,3D,13,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",6.889208939,NaN,NaN,NaN
23522697374,TRUE,2022-08-14,-151.240662,61.2500343,,3D,13,,FALSE,G,OK,,,gps,Limnodromus griseus,233814,129232035,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.307430689,NaN,NaN,NaN
23357225744,TRUE,2022-07-25,-150.990326,61.1812744,,3D,12,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",5.904208071,NaN,NaN,NaN
23733286206,TRUE,2022-07-03,-150.4834137,61.2571526,,,12,,,,,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.375453667,NaN,NaN,NaN
23733286208,TRUE,2022-07-09,-150.4871826,61.257946,,,12,,,,,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.385319222,NaN,NaN,NaN
23357225743,TRUE,2022-07-23,-150.950363,61.1980171,,3D,11,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.977650177,NaN,NaN,NaN
23357225746,TRUE,2022-07-29,-150.991013,61.178688,,3D,11,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.895265309,NaN,NaN,NaN
23380131188,TRUE,2022-07-29,-150.991013,61.178688,,3D,11,,FALSE,G,OK,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.895265309,NaN,NaN,NaN
23733287147,TRUE,2022-07-13,-151.0410919,61.1537552,,,10,,,,,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",3.693064833,NaN,NaN,NaN
23733286202,TRUE,2022-06-20,-150.9458618,61.2221832,,,10,,,,,,,gps,Limnodromus griseus,233812,123233511,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",4.054591759,NaN,NaN,NaN
23357225009,TRUE,2022-07-31,-157.03894,58.7864685,,3D,9,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-6.271549473,NaN,NaN,NaN
23357526641,TRUE,2022-07-31,-157.03894,58.7864685,,3D,9,,FALSE,G,OK,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-6.271549473,NaN,NaN,NaN
24110956159,TRUE,2022-10-21,-110.411331,27.3032322,,3D,9,,FALSE,G,OK,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",42.36594698,NaN,NaN,NaN
24156663381,TRUE,2022-10-21,-110.411331,27.3032322,,3D,9,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",42.36594698,NaN,NaN,NaN
23733287139,TRUE,2022-06-25,-150.9497681,61.195713,,,8,,,,,,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",1.970731368,NaN,NaN,NaN
24007958188,TRUE,2022-10-05,-109.38446,25.8633595,,3D,8,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",40.66749058,NaN,NaN,NaN
23357225819,TRUE,2022-07-17,-151.04718,61.1512451,,3D,8,,FALSE,G,OK,,,gps,Limnodromus griseus,233814,129232035,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",1.667409235,NaN,NaN,NaN
24085088811,TRUE,2022-10-09,-113.723251,31.5293312,,3D,6,,FALSE,G,OK,,,gps,Limnodromus griseus,233823,129232014,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",40.56227232,NaN,NaN,NaN
24091932389,TRUE,2022-10-09,-114.091148,27.6785278,,3D,4,,FALSE,G,OK,,,gps,Limnodromus griseus,233815,129231922,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",41.23933746,NaN,NaN,NaN
23733295982,TRUE,2022-07-07,-157.0307465,58.9217682,,,4,,,,,,,gps,Limnodromus griseus,233818,129231925,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-11.32546352,NaN,NaN,NaN
24121661283,TRUE,2022-10-21,-113.715622,31.5244675,,3D,4,,FALSE,G,OK,,,gps,Limnodromus griseus,233823,129232014,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",38.53791581,NaN,NaN,NaN
24835274355,TRUE,2022-12-27,-111.40097,28.3520393,,3D,3,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233813,129232034,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",37.09465397,NaN,NaN,NaN
23733285945,TRUE,2022-07-03,-150.9184418,61.2129936,,,3,,,,,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-2.963542622,NaN,NaN,NaN
23753207835,TRUE,2022-09-15,-151.239227,61.2504959,,3D,3,,FALSE,G,OK,,,gps,Limnodromus griseus,233814,129232035,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-5.686174663,NaN,NaN,NaN
24091932384,TRUE,2022-10-11,-110.475197,27.3126793,,3D,2,,FALSE,G,OK,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",35.55613065,NaN,NaN,NaN
23733285943,TRUE,2022-06-30,-150.9184418,61.2128639,,,2,,,,,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-3.963927639,NaN,NaN,NaN
23579119159,TRUE,2022-09-01,-113.935448,31.61166,,3D,1,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233823,129232014,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",35.99972974,NaN,NaN,NaN
23854283916,TRUE,2022-09-23,-113.930664,31.5929222,,3D,1,,FALSE,G,OK,,,gps,Limnodromus griseus,233823,129232014,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",35.96344905,NaN,NaN,NaN
23733298263,TRUE,2022-07-07,-156.6026917,58.6874733,,,0,,,,,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-15.58552099,NaN,NaN,NaN
23357225006,TRUE,2022-07-27,-157.066055,58.7354736,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-15.38523479,NaN,NaN,NaN
23357526640,TRUE,2022-07-27,-157.066055,58.7354736,,2D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-15.38523479,NaN,NaN,NaN
23704323261,TRUE,2022-09-13,-110.460609,27.3181572,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233821,129232000,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",33.52759067,NaN,NaN,NaN
23733296233,TRUE,2022-06-10,-156.9867859,58.7485809,,,0,,,,,,,gps,Limnodromus griseus,233819,129231926,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-15.42658151,NaN,NaN,NaN
23391318435,TRUE,2022-08-08,-113.922829,31.6272774,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233819,129231926,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",35.00956611,NaN,NaN,NaN
23471285432,TRUE,2022-08-08,-113.922829,31.6272774,,2D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233819,129231926,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",35.00956611,NaN,NaN,NaN
23672712827,TRUE,2022-09-09,-151.239029,61.2489357,,2D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233810,129232018,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",-6.457661587,NaN,NaN,NaN
23601188810,TRUE,2022-09-03,-109.819305,26.7868538,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.75033056,NaN,NaN,NaN
23986525416,TRUE,2022-10-01,-109.824753,26.7839108,,3D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.75990857,NaN,NaN,NaN
24007958180,TRUE,2022-10-01,-109.824753,26.7839108,,3D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.75990857,NaN,NaN,NaN
24007958181,TRUE,2022-10-03,-109.819939,26.7862148,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.75099952,NaN,NaN,NaN
24110956163,TRUE,2022-10-21,-109.743805,26.7300987,,3D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",33.15459915,NaN,NaN,NaN
24156663390,TRUE,2022-10-21,-109.743805,26.7300987,,3D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",33.15459915,NaN,NaN,NaN
24242320678,TRUE,2022-10-27,-109.82975,26.782196,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233816,129231923,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.77015261,NaN,NaN,NaN
23579119138,TRUE,2022-08-30,-114.236816,27.6998272,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233818,129231925,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",37.23386844,NaN,NaN,NaN
23997820381,TRUE,2022-09-29,-114.254196,27.7097092,,2D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233818,129231925,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",37.22421187,NaN,NaN,NaN
23404127953,TRUE,2022-08-10,-108.033546,25.0539646,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233820,129231937,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",29.73462905,NaN,NaN,NaN
24073456062,TRUE,2022-10-07,-108.134056,24.9979515,,3D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233820,129231937,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",30.40835704,NaN,NaN,NaN
24091932399,TRUE,2022-10-07,-108.134056,24.9979515,,3D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233820,129231937,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",30.40835704,NaN,NaN,NaN
24110956169,TRUE,2022-10-19,-108.134872,24.9944954,,2D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233820,129231937,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",30.40668298,NaN,NaN,NaN
23471285441,TRUE,2022-08-12,-109.373505,25.8501759,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.61631232,NaN,NaN,NaN
23532926191,TRUE,2022-08-22,-109.359856,25.8091908,,2D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.52430792,NaN,NaN,NaN
23579119143,TRUE,2022-08-22,-109.359856,25.8091908,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.52430792,NaN,NaN,NaN
23579119145,TRUE,2022-08-28,-109.367439,25.7987194,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.53689899,NaN,NaN,NaN
23579119146,TRUE,2022-08-30,-109.357658,25.8090115,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.51693778,NaN,NaN,NaN
23641918073,TRUE,2022-08-30,-109.357658,25.8090115,,2D,0,,FALSE,C,OK(corrected),,,gps,Limnodromus griseus,233811,129232019,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",32.51693778,NaN,NaN,NaN
23370626606,TRUE,2022-08-04,-133.151855,40.7857552,,2D,0,,FALSE,G,OK,,,gps,Limnodromus griseus,233824,129231999,"Fall movement of Short-billed dowitcher from the Alaska Peninsula and Cook Inlet, 2022 (USFWS & UMass)",33.01532558,NaN,NaN,NaN
